date,wan_dis,wan_b1,sm_dis,sm_b1,gm_dis,gm_b1,ra_dis,ra_b1,wind_dm,wind_b1,wind_dir_dm,wind_dir_b1,par_dm,par_b1,up_dm,up_b1
2018-03-08,63,76.94,130.40811505085392,135.63226113548092,113.61646153846156,138.75635684798803,39.037754992295504,139.38029047853612,3.474875,2.920875,203.05929166666667,124.82134722222222,0.4014065162916667,0.6617830731111111,20.72976175,-4.419161505
2018-03-09,62.1,74.3,134.53427280303882,134.40910807242787,111.99336647894448,133.9952858035748,53.61748526626753,125.05261486154707,5.796,3.2883055555555556,148.56375,143.17840277777776,0.6398290989583333,0.6562346389166667,-19.76350275,2.759004458333334
2018-03-10,60.7,71.9,126.15870449785638,133.7241854858944,109.46856035027146,129.66703964972865,46.73173729462757,97.84676982086566,5.385208333333334,4.105069444444444,162.4275,150.2134027777778,1.0377014372916666,0.6738552558055555,-125.94036125,-1.2339489749999997
2018-03-11,59.2,69.6,130.3126883104608,132.04349829489723,106.7634065041176,125.51913777358229,64.85825473713098,54.39402211064596,2.7902916666666666,4.885361111111111,121.5125,171.35018055555557,0.5141632677916667,0.6929790175138889,-151.7293925,-41.658034083333334
2018-03-12,58.7,67.1,161.73990690887865,130.40733297684713,105.86168855539968,121.01054871794875,191.20713807228697,41.099689021535895,4.052708333333333,4.657166666666667,96.67333333333333,144.16791666666666,0.9208308563750001,0.7305646013472222,-218.86949,-99.14441883333333
2018-03-13,62.1,65.12,253.40596190220083,132.32531484045708,111.99336647894448,117.43974577861692,291.2620500817481,52.43923690811282,4.928875,4.076069444444444,119.71166666666667,126.87111111111112,0.2667872165,0.8242318538194444,-51.15261825,-165.51308125
2018-03-14,68.5,63.9,295.5341939658831,144.32537182681622,123.535358974359,115.2395531581977,189.6580427357138,77.30829675855126,5.746041666666667,3.923958333333333,143.73916666666668,112.63250000000001,1.0530768812916667,0.5672604468888889,-73.59541300000001,-140.58383358333333
2018-03-15,72.5,63.6,232.58435483357223,160.80935565706827,130.74910256410257,114.69852238896692,79.69327857348073,93.57524463319173,4.242333333333333,4.909208333333333,168.170875,120.04138888888889,1.2474957526666666,0.7468983180555555,-33.62362675,-114.53917375
2018-03-16,72.4,63.83,188.8422643320045,171.38712261815851,130.56876172618377,115.11331319574214,51.48860784665994,99.42159940076208,2.78375,4.972416666666667,185.35354166666667,143.87390277777777,1.2177456912083333,0.8557866168194443,53.943122,-52.79055266666667
2018-03-17,75.2,64.39,177.37010118330772,177.7643931541761,135.61837398352992,116.12323702312376,39.70148596147053,102.72394235920835,1.9016666666666666,4.257375,233.24841666666666,165.75452777777778,1.1537140158749999,1.1727727750555554,44.80932625,-17.75863925
2018-03-18,73.9,65.44,175.08443947570225,183.0890563788057,133.2739155723376,118.01684471543145,36.87756901594705,104.72558355616816,2.323208333333333,2.9759166666666665,229.79749999999999,195.59094444444443,0.9188550334583333,1.2063184865833332,6.4783710999999995,21.709607166666668
2018-03-19,75.3,66.53,184.6883229901636,187.55668882129052,135.79872858057263,119.98259011881905,36.25279884682245,104.50956495853332,2.3325833333333335,2.3362083333333334,212.58958333333334,216.13315277777778,0.7128751303749999,1.0967715801805555,5.78672639,35.07693978333333
2018-03-20,76.4,67.85000000000001,184.80760657672943,192.57209384000302,137.78250531592735,122.36312632898186,56.974838622279584,102.7730963165888,4.317958333333333,2.1858194444444443,167.88,225.21183333333332,0.44425548325,0.928481393236111,21.13473425,19.024807913333333
2018-03-21,76.7,69.42,182.3311272439737,198.43698404789032,138.32352782968377,125.19452082554746,75.09995257391721,103.79740644935401,3.3974166666666665,2.99125,112.97583333333334,203.42236111111112,0.6443727197083333,0.6919952156944444,23.87595815,11.133277246666667
2018-03-22,78.1,71.17,200.54906770196044,203.6388279412416,140.84834083791878,128.35053295810408,167.8183702405328,104.82157623303263,4.246541666666666,3.3493194444444443,139.12875,164.48180555555555,0.4258808990416667,0.6005011111111112,2.08098961,16.93247293
2018-03-23,77.2,73.11,179.4730210388023,207.51974402054978,139.2252457784017,131.84919818635598,115.73089034570364,102.48269944985722,3.126875,3.9873055555555554,110.06083333333333,139.9948611111111,0.820299902875,0.5048363673333334,-18.54385225,15.697227336666666
2018-03-24,77.7,74.62,162.83716383606492,200.12644993420992,140.1269637271197,134.57238611630171,66.6528340722287,84.92958347625277,4.3145,3.5902777777777777,171.40208333333334,120.72180555555556,1.1041390644583333,0.6301845072083333,4.9545762,2.471031836666666
2018-03-25,75.5,75.54,155.38779306227605,186.8567469212281,136.15941025641024,136.23154659157777,697.393659760851,72.62906260990427,8.733416666666667,3.895972222222222,184.30416666666667,140.19722222222222,0.34302005716666667,0.7834399554583333,-0.5752869999999993,-3.83609548
2018-03-26,75.7,75.84,175.37068008821092,179.1370907440985,136.52009193224788,136.77257736080855,1615.5352226197465,134.3991007286413,12.753333333333334,5.391597222222222,163.85,155.25569444444446,0.2752710276521739,0.7558196748333333,4.4766805000000005,-4.721521016666666
2018-03-27,96.1,76.17,253.167739802582,177.78993231971913,173.31018699176497,137.36771038141495,1507.835193187953,290.80376220594997,6.377875,8.600416666666668,261.28333333333336,173.18541666666667,1.0106325010833332,0.5741433830923913,41.36510325,2.9519899000000005
2018-03-28,108,78.26,233.4949431651646,185.36969618164656,194.77107692307692,141.13689168223846,232.8398407395999,437.6171329285982,2.9681666666666664,9.288208333333333,184.38416666666666,203.14583333333334,1.065505634125,0.5429745286340579,8.3032345,15.08883225
2018-03-29,110,81.67,239.7994629981224,191.2107465505928,198.37794871794873,147.2866078173124,1025.2034821869984,457.2133601009635,9.4245,7.366458333333334,167.89166666666668,203.1725,0.322691695,0.7838030542868357,-18.68260275,18.048339416666664
2018-03-30,119,85.14,347.0002811090192,196.7218605513887,214.6088717948718,153.54452983105,1059.3137070757662,556.1084284349811,4.394083333333334,6.2568472222222224,236.71,204.51972222222224,1.3893453545833334,0.7996099434027777,70.01812975,10.328578333333333
2018-03-31,118,89.4,252.55961355896295,212.94112800461767,212.80543589743587,161.22716647894444,160.46798540579002,656.3423152803298,3.6647083333333335,5.595583333333334,176.35625,196.32861111111112,1.1571670443333333,0.9258475612361111,21.37428675,19.879587166666667
2018-04-01,119,93.53,225.2068638353075,219.96397663611657,214.6088717948718,168.67535728571966,127.01362703327896,664.8791185635171,3.9200833333333334,5.827763888888889,212.94904166666666,193.6526388888889,0.912190259375,0.9564013646388889,72.77461875,24.23660458333333
2018-04-02,113,97.62,192.52345598063312,222.4297562494513,203.7882564102564,176.05141038141497,113.58659238404698,660.7986442427916,4.073041666666667,3.9929583333333336,139.20291666666665,208.67176388888888,0.6514147800833333,1.1529008860972223,93.505245,54.72234508333334
2018-04-03,111,101.2,185.0303426998942,223.73479974363437,200.18138461538464,182.50771144460043,568.0487391674902,660.584214446626,5.085666666666667,3.8859444444444446,192.8,176.16940277777778,0.7146235312083333,0.9069240279305555,16.849771824999998,62.5513835
2018-04-04,104,104.53,183.2256170959301,225.9541176300173,187.55733333333336,188.51315353342693,204.7784170145497,710.7238049561521,3.564208333333333,4.359597222222222,54.98708333333333,181.65065277777776,1.511148570875,0.7594095235555556,-68.19583875,61.043211858333336
2018-04-05,97.3,107.38,343.9671203895571,228.7379000333827,175.47431832416237,193.65294584111922,611.5142118633576,661.462280681522,5.748708333333333,4.240972222222222,71.95166666666667,128.99666666666667,0.5333401293333333,0.9590622940555555,-442.7901425,14.053059358333336
2018-04-06,106,109.53999999999999,543.6170039135952,245.59754406351732,191.1642051282051,197.54836848031067,915.4831254403662,561.0601796058831,4.880333333333334,4.799527777777778,98.25625,106.57958333333333,0.5743898952500001,0.9197040771388889,-242.9485175,-164.71206980833333
2018-04-07,114,110.53,499.5807354894867,274.6424704746186,205.5916923076923,199.3337702939547,350.74506847259994,501.8249728311244,4.804583333333333,4.731083333333333,41.03541666666667,75.065,0.9702865230833333,0.8729595318194445,-193.0814075,-251.31149958333333
2018-04-08,123,111.13,466.78210548257346,301.25104970705087,221.82261538461535,200.41583183241625,186.40517258726263,513.6154956044244,4.465958333333333,5.144541666666667,174.49833333333333,70.41444444444444,1.5314954412500001,0.6926721825555555,4.983453000000001,-292.9400225
2018-04-09,129,112.43,547.361600969713,323.94931395549594,232.6432307692308,202.7602984990829,315.19926812261855,429.7356646444508,5.9562083333333335,4.716958333333333,151.86125,104.59666666666666,1.147847252125,1.0253906198611111,-160.348039175,-143.68215733333335
2018-04-10,139,113.43,627.6192328582686,343.98544594156533,250.67758974358975,204.5637343965188,375.79041495937633,355.3242207491361,9.810083333333333,5.075583333333333,128.76958333333334,122.465,0.6867030651666667,1.216543072152778,-249.1938525,-116.14866455833334
2018-04-11,132,115.53,589.6650069490885,381.4914078714959,238.05353846153844,208.35094978113418,730.0165906987713,376.85646370449473,6.2312916666666665,6.744083333333333,152.91666666666666,151.70972222222224,0.481915261625,1.1220152528472223,-152.37474375,-134.85281289166667
2018-04-12,136,116.83,404.00352594982274,417.937222182874,245.26728205128205,210.69541644780085,255.5855923113015,437.15676007104395,7.895958333333334,7.332527777777778,160.4375,144.51583333333335,1.233209507625,0.7721551929722222,-68.47555275,-187.30554514166667
2018-04-13,134,119.13,411.5959931503454,439.085229179793,241.66041025641027,214.84331901190342,991.5951614961892,451.35666006376937,12.176916666666667,7.979111111111111,173.19166666666666,147.37458333333333,0.7380506499166667,0.8006092781388889,-167.82923,-156.68138299999998
2018-04-14,140,121.43,458.8322658203778,461.7417942248381,252.4810256410256,218.99122157600598,749.5720242728339,493.7113022966393,7.123375,8.768055555555556,165.61666666666667,162.18194444444444,0.7449997720416667,0.8177251397222223,-34.436092,-129.55984216666667
2018-04-15,140,125.03,329.8478969689456,489.30245909728285,252.4810256410256,225.4835908067752,253.85164621932176,548.1906630224677,3.8765833333333335,9.065416666666668,155.38791666666665,166.4152777777778,1.869099521625,0.9054199765277778,-7.5737717,-90.24695825
2018-04-16,133,129.3,284.41237693559503,487.8905367552217,239.85697435897436,233.18426153846153,103.03083215479406,512.4244064580641,6.405,7.725625,192.69875,164.73208333333332,1.8712492959166667,1.1173833145277778,217.748321,-69.94636456666666
2018-04-17,126,132,289.2579961572146,461.9700740574217,227.2329230769231,238.05353846153847,100.97529202472847,431.1791771295069,5.385833333333333,5.801652777777778,221.40833333333333,171.23444444444445,0.747236920125,1.4951161965277777,46.2652606,58.579485766666664
2018-04-18,120,133.2,266.3414578659382,440.9378001241945,216.4123076923077,240.21766153846153,159.28424408141203,406.20219948471976,4.620333333333333,5.222472222222223,175.90416666666667,189.83166666666665,1.809909363125,1.4958619125555555,-40.01059025,85.47993663333334
2018-04-19,113,132.9,262.27095333392595,420.89373536253095,203.7882564102564,239.67663076923077,507.8705410677974,403.4901066341347,7.907583333333333,5.4703888888888885,165.97083333333333,196.67041666666665,0.481168198875,1.4761318597222222,-71.2263925,74.66766378333334
2018-04-20,110,131.3,382.95133569692905,392.38467059895225,198.37794871794873,236.79113333333333,1068.4342344754325,422.7572339286526,9.764791666666667,5.9712499999999995,163.60833333333332,187.76111111111112,0.571305901125,1.0127714940416668,-160.596485,-21.657240716666667
2018-04-21,112,128.4,503.4489109224171,367.9178808828183,201.9848205128205,231.56116923076922,1059.9845051601728,492.0216158802582,6.370958333333333,7.430902777777778,230.81666666666666,168.49444444444444,1.49961040125,0.9541278210416667,47.85973935,-90.61115591666666
2018-04-22,114,126.4,327.91598740422427,359.29627128015113,205.5916923076923,227.95429743589744,169.35600338872592,525.0184073263983,2.855125,8.014444444444445,182.5575,186.79861111111111,1.4714013630416667,0.85069483375,-46.24720625,-61.32104605
2018-04-23,110,124.2,302.4991582668747,351.6875174255913,198.37794871794873,223.98673846153847,88.1937856045609,516.3954484341408,1.9630833333333333,6.330291666666667,161.225,192.3275,1.6322348413749999,1.1807725551388888,-116.3545175,-52.994650633333336
2018-04-24,110,121.8,389.3355447672453,340.7778339372442,198.37794871794873,219.6584923076923,69.40755775645748,426.05531084497795,3.7769166666666667,3.729722222222222,205.48933333333332,191.53305555555556,1.8187958309999999,1.5344155352222222,-0.1968925750000008,-38.24732813333333
2018-04-25,116,118.8,558.4330468040571,333.82816183193097,209.1985641025641,214.24818461538462,72.29653658972141,358.0388641933403,2.819125,2.8650416666666665,172.937125,183.09061111111112,1.9977954475,1.640810678472222,93.20242,-54.26620544166666
2018-04-26,137,116.4,796.0975675144483,356.6866768154421,247.07071794871797,209.91993846153846,74.35408225066318,339.8833532303803,2.1734583333333335,2.853041666666667,214.95374999999999,179.88381944444444,1.9878382662083334,1.8162753732916666,59.41665425000001,-7.782996691666666
2018-04-27,179,116.8,1023.8327681352656,407.8551958733275,322.8150256410256,210.64131282051284,74.73201630582724,337.0156782399672,3.311166666666667,2.923166666666667,194.08958333333334,197.79340277777777,1.7203306858333334,1.9348098482361111,26.45196875,50.80739389166667
2018-04-28,232,122.1,1078.3723194867953,481.31267307113256,418.3971282051282,220.19952307692307,65.65484794299721,334.3913506680771,6.688083333333333,2.767916666666667,291.48333333333335,193.9934861111111,1.0196563124166667,1.9019881331805555,86.4333955,59.69034766666667
