action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,row_flag,metadata_qc_flag,quality_level,comments,quality_log,year,month,day
NA,424249,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4534,M,50.0307000000001,-125.0992,50.02919313,-125.1001042,NA,10,NA,NA,0.45nm,13,NA,2018-08-21T16:17:31Z,2018-08-22T04:39:24Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,19.0041783755344,NA,uM,NA,NA,NA,NA,NA,1.745138884863,41.2530950688819,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424249,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4535,M,50.0307000000001,-125.0992,50.02919313,-125.1001042,NA,20,NA,NA,0.45nm,13,NA,2018-08-21T16:17:31Z,2018-08-22T04:39:24Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,28.2160318572821,NA,uM,NA,NA,NA,NA,NA,2.3641526698105,48.61581614463,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424249,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4536,M,50.0307000000001,-125.0992,50.02919313,-125.1001042,NA,30,NA,NA,0.45nm,13,NA,2018-08-21T16:17:31Z,2018-08-22T04:39:24Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,29.3837498097692,NA,uM,NA,NA,NA,NA,NA,2.46395395197664,48.99837882737,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424253,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,2,QU39,NA,QNUT4537,M,50.0307000000001,-125.0992,NA,NA,NA,40,38.7685915,NA,0.45nm,13,NA,2018-08-21T16:28:01Z,2018-08-21T19:47:54Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,30.2097475696645,NA,uM,NA,NA,NA,NA,NA,2.53420798615197,52.1347698858558,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424253,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,2,QU39,NA,QNUT4549,M,50.0307000000001,-125.0992,NA,NA,NA,50,49.9686404,NA,0.45nm,13,NA,2018-08-21T16:28:01Z,2018-08-21T19:47:54Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,29.8754638258907,NA,uM,NA,NA,NA,NA,NA,2.504693694724,51.5120701411334,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424253,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,2,QU39,NA,QNUT4550,M,50.0307000000001,-125.0992,NA,NA,NA,75,73.9971101,NA,0.45nm,13,NA,2018-08-21T16:28:01Z,2018-08-21T19:47:54Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,31.8599942284347,NA,uM,NA,NA,NA,NA,NA,2.65518963016931,52.802128188632,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424253,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,2,QU39,NA,QNUT4551,M,50.0307000000001,-125.0992,NA,NA,NA,100,100.02153560000001,NA,0.45nm,13,NA,2018-08-21T16:28:01Z,2018-08-21T19:47:54Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,32.9528017167688,NA,uM,NA,NA,NA,NA,NA,2.70862603996253,50.5610130035949,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424250,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,3,QU39,NA,QNUT4552,M,50.0307000000001,-125.0992,NA,NA,NA,150,148.5758166,NA,0.45nm,13,NA,2018-08-21T17:09:35Z,2018-08-21T19:40:38Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,31.4719781481757,NA,uM,NA,NA,NA,NA,NA,2.65705439604737,53.4371057227335,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424250,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,3,QU39,NA,QNUT4553,M,50.0307000000001,-125.0992,NA,NA,NA,200,197.5071563,NA,0.45nm,13,NA,2018-08-21T17:09:35Z,2018-08-21T19:40:38Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,30.7193791002828,NA,uM,NA,NA,NA,NA,NA,2.64407136967959,56.9528444090637,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424250,1,NA,2018-08-21,QUADRA,HAKAI,QOMA1,3,QU39,NA,QNUT4554,M,50.0307000000001,-125.0992,NA,NA,NA,260,257.807821,NA,0.45nm,13,NA,2018-08-21T17:09:35Z,2018-08-21T19:40:38Z,2018-11-29T08:00:00Z,bryn.fedje;katie.pocock;rebecca.piercey,NA,30.2744489059433,NA,uM,NA,NA,NA,NA,NA,2.66428397884249,58.5290377975108,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10590,M,51.5208000000001,-127.5583,NA,NA,NA,0,NA,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,0.0836807495723067,NA,uM,NA,NA,NA,NA,NA,0.0298870802151121,28.3719588747587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10591,M,51.5208000000001,-127.5583,NA,NA,NA,5,6.1766774,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,4.75908716242219,NA,uM,NA,NA,NA,NA,NA,0.48318109039381,0.980806657131278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10592,M,51.5208000000001,-127.5583,NA,NA,NA,10,11.4934151,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,18.154485202284,NA,uM,NA,NA,NA,NA,NA,1.40174251239362,21.3789295249666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10593,M,51.5208000000001,-127.5583,NA,NA,NA,20,20.3851838,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,24.2351627568048,NA,uM,NA,NA,NA,NA,NA,1.84221724165988,35.8858824363653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10594,M,51.5208000000001,-127.5583,NA,NA,NA,30,29.6517717,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,24.2096382828171,NA,uM,NA,NA,NA,NA,NA,1.9059563249341,35.2356290461707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10595,M,51.5208000000001,-127.5583,NA,NA,NA,50,48.7345592,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,28.0525727844762,NA,uM,NA,NA,NA,NA,NA,2.10618735286322,45.5652353123057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10596,M,51.5208000000001,-127.5583,NA,NA,NA,100,95.3837163,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,30.2270857263526,NA,uM,NA,NA,NA,NA,NA,2.3522422586437,52.9961257127074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10597,M,51.5208000000001,-127.5583,NA,NA,NA,200,188.3180445,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,32.878789746693,NA,uM,NA,NA,NA,NA,NA,2.35818765788481,56.6657017619944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,424640,1,NA,2018-08-21,CALVERT,HAKAI,RVRS,2,DFO2,NA,NUT10598,M,51.5208000000001,-127.5583,NA,NA,NA,300,280.2896601,NA,0.45nm,13,NA,2018-08-21T20:23:07Z,2018-08-21T23:21:15Z,2018-10-30T07:00:00Z,chris.mackenzie;chris.osullivan;lucy.quayle,NA,24.4062284478349,NA,uM,NA,NA,NA,NA,NA,1.90307178343724,37.5123591896097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by LQ.,2018,8,21
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10620,M,51.705,-128.2384,NA,NA,NA,0,NA,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,8.04778581876533,NA,uM,NA,NA,NA,NA,NA,0.657822518001552,14.7485187396326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10621,M,51.705,-128.2384,NA,NA,NA,5,5.7837382,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,8.24905985429175,NA,uM,NA,NA,NA,NA,NA,0.683727356588254,14.6995936233067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10622,M,51.705,-128.2384,NA,NA,NA,10,NA,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,11.7097103834958,NA,uM,NA,NA,NA,NA,NA,1.01660690164259,18.7122768143604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10623,M,51.705,-128.2384,NA,NA,NA,20,NA,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,18.771937761686,NA,uM,NA,NA,NA,NA,NA,1.53606344997457,28.9997289668385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10624,M,51.705,-128.2384,NA,NA,NA,30,30.0550673,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,22.2752864129969,NA,uM,NA,NA,NA,NA,NA,1.72941824381786,33.4264466521344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,CM064,M,51.705,-128.2384,NA,NA,NA,50,NA,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,NA,brent.rayner;lucy.quayle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected,NA,Technicianm,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10626,M,51.705,-128.2384,NA,NA,NA,100,NA,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,33.2714358828762,NA,uM,NA,NA,NA,NA,NA,2.17395356214507,51.7804812058669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427647,1,NA,2018-08-28,CALVERT,HAKAI,QCS_V1,2,QCS01,NA,NUT10627,M,51.705,-128.2384,NA,NA,NA,115,110.3791323,NA,0.45nm,13,NA,2018-08-28T16:44:00Z,2018-08-28T23:11:20Z,2018-10-30T07:00:00Z,brent.rayner;lucy.quayle,NA,35.0152702245857,NA,uM,NA,NA,NA,NA,NA,2.33440136481822,51.0882541200392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UBC,Results,NA,Raw,NA,1: Event Metadata QCd by EJ,2018,8,28
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4560,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,0,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,0.152966254055096,NA,uM,NA,NA,NA,NA,NA,0.239067933416457,14.8870134678477,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4561,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,5,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,0.107128828367714,NA,uM,NA,NA,NA,NA,NA,0.264892809511374,15.4348030500003,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4562,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,10,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,3.85552974839841,NA,uM,NA,NA,NA,NA,NA,0.567653924928736,21.854927441626,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4563,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,20,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,27.6861757503049,NA,uM,NA,NA,NA,NA,NA,2.44853632691909,50.9371964561837,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4564,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,30,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,28.3717891911235,NA,uM,NA,NA,NA,NA,NA,2.476301693226,51.3773881445772,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4565,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,40,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,29.4515226233043,NA,uM,NA,NA,NA,NA,NA,2.52198620378561,53.732519452778,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4566,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,50,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,29.6889898964947,NA,uM,NA,NA,NA,NA,NA,2.54831961257422,53.7338300472764,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4567,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,75,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,32.1472171176791,NA,uM,NA,NA,NA,NA,NA,2.72348889095952,51.9050941920638,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427852,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,1,QU39,NA,QNUT4568,M,50.0307000000001,-125.0992,50.02781312,-125.09834847,NA,100,NA,NA,0.45nm,13,NA,2018-08-29T16:47:55Z,2018-08-29T21:06:18Z,2018-11-22T08:00:00Z,bryn.fedje,NA,33.2865589466435,NA,uM,NA,NA,NA,NA,NA,2.75872757429359,52.686608439585,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427853,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,2,QU39,NA,QNUT4569,M,50.0307000000001,-125.0992,50.02919973,-125.09858513,NA,150,NA,NA,0.45nm,13,NA,2018-08-29T17:32:12Z,2018-08-29T21:06:33Z,2018-11-22T08:00:00Z,bryn.fedje,NA,31.1634870153788,NA,uM,NA,NA,NA,NA,NA,2.72658190269378,56.8808940085664,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427853,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,2,QU39,NA,QNUT4570,M,50.0307000000001,-125.0992,50.02919973,-125.09858513,NA,200,NA,NA,0.45nm,13,NA,2018-08-29T17:32:12Z,2018-08-29T21:06:33Z,2018-11-22T08:00:00Z,bryn.fedje,NA,30.290062664313,NA,uM,NA,NA,NA,NA,NA,2.64619589170541,54.8627486528683,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,427853,1,NA,2018-08-29,QUADRA,HAKAI,QOMA5,2,QU39,NA,QNUT4571,M,50.0307000000001,-125.0992,50.02919973,-125.09858513,NA,260,NA,NA,0.45nm,13,NA,2018-08-29T17:32:12Z,2018-08-29T21:06:33Z,2018-11-22T08:00:00Z,bryn.fedje,NA,30.1096725675905,NA,uM,NA,NA,NA,NA,NA,2.67021381507139,58.9579999234597,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event QC'd by CO,2018,8,29
NA,428235,1,NA,2018-09-04,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4572,M,50.0307000000001,-125.0992,50.03071372,-125.09753113,NA,0,NA,NA,0.45nm,13,NA,2018-09-04T16:18:08Z,2018-09-04T20:24:13Z,2018-11-29T08:00:00Z,carrie.weekes;emma.myers,NA,0.0794352859387964,NA,uM,NA,NA,NA,NA,NA,0.0883515666479944,0.737319566239446,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,9,4
NA,428235,1,NA,2018-09-04,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4573,M,50.0307000000001,-125.0992,50.03071372,-125.09753113,NA,5,5.0801573,NA,0.45nm,13,NA,2018-09-04T16:18:08Z,2018-09-04T20:24:13Z,2018-11-29T08:00:00Z,carrie.weekes;emma.myers,NA,0.566346459289471,NA,uM,NA,NA,NA,NA,NA,0.192583651240299,6.33608207831081,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,9,4
NA,428235,1,NA,2018-09-04,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4574,M,50.0307000000001,-125.0992,50.03071372,-125.09753113,NA,10,9.842615,NA,0.45nm,13,NA,2018-09-04T16:18:08Z,2018-09-04T20:24:13Z,2018-11-29T08:00:00Z,carrie.weekes;emma.myers,NA,19.7630702526123,NA,uM,NA,NA,NA,NA,NA,1.94382257454674,41.340208803806,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,9,4
NA,428235,1,NA,2018-09-04,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4575,M,50.0307000000001,-125.0992,50.03071372,-125.09753113,NA,20,19.9235321,NA,0.45nm,13,NA,2018-09-04T16:18:08Z,2018-09-04T20:24:13Z,2018-11-29T08:00:00Z,carrie.weekes;emma.myers,NA,25.4412545567491,NA,uM,NA,NA,NA,NA,NA,2.29639089358398,42.4997931329646,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,9,4
NA,428235,1,NA,2018-09-04,QUADRA,HAKAI,QOMA1,1,QU39,NA,QNUT4576,M,50.0307000000001,-125.0992,50.03071372,-125.09753113,NA,30,30.1402759,NA,0.45nm,13,NA,2018-09-04T16:18:08Z,2018-09-04T20:24:13Z,2018-11-29T08:00:00Z,carrie.weekes;emma.myers,NA,26.604292260205,NA,uM,NA,NA,NA,NA,NA,2.30926264906062,46.8174949348834,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Event metadata QCd by EJ,2018,9,4
