action,event_pk,rn,is_replicate,date,work_area,organization,survey,sampling_bout,site_id,project_specific_id,hakai_id,source,lat,long,gather_lat,gather_long,collection_method,line_out_depth,pressure_transducer_depth,filtered,filter_type,volume,installed,collected,preserved,analyzed,lab_technician,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,nh4__flag,no2_no3_flag,tp_flag,tdp_flag,tn_flag,tdn_flag,srp_flag,po4_flag,sio2_flag,po4pfilt_flag,no3nfilt_flag,po4punfl_flag,no3nunfl_flag,nh4nunfl_flag,analyzing_lab,row_flag,metadata_qc_flag,quality_level,comments,quality_log,year,month,day
NA,363208,1,NA,2018-01-03,QUADRA,HAKAI,QOMA5,2,QU39,NA,QNUT3724,M,50.0307000000001,-125.0992,50.03058629,-125.09983523,NA,200,NA,NA,0.45nm,13,NA,2018-01-03T18:42:49Z,2018-01-03T20:59:15Z,2018-05-09T07:00:00Z,brianna.knowles;isabelle.desmarais,NA,30.065,NA,uM,NA,NA,NA,NA,NA,2.585,54.004,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Metadata checked by RW.,2018,1,3
NA,363208,1,NA,2018-01-03,QUADRA,HAKAI,QOMA5,2,QU39,NA,QNUT3725,M,50.0307000000001,-125.0992,50.03058629,-125.09983523,NA,260,NA,NA,0.45nm,13,NA,2018-01-03T18:42:49Z,2018-01-03T20:59:15Z,2018-05-09T07:00:00Z,brianna.knowles;isabelle.desmarais,NA,29.887,NA,uM,NA,NA,NA,NA,NA,2.635,55.151,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: Metadata checked by RW.,2018,1,3
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3729,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,0,NA,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,27.703,NA,uM,NA,NA,NA,NA,NA,2.374,50.614,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3730,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,5,4.0984808,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,27.816,NA,uM,NA,NA,NA,NA,NA,2.404,52.313,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3731,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,10,8.5095604,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,27.946,NA,uM,NA,NA,NA,NA,NA,2.395,50.542,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364787,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,NA,QNUT3732,M,50.0307000000001,-125.0992,50.0297672,-125.09931074,NA,20,NA,NA,0.45nm,13,NA,2018-01-09T20:14:22Z,2018-01-09T20:35:56Z,2018-05-09T07:00:00Z,brianna.knowles,NA,28.476,NA,uM,NA,NA,NA,NA,NA,2.445,54.643,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: extra drop as we ran out of water. pp not collected. no pipette.,2018,1,9
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3733,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,30,NA,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,28.667,NA,uM,NA,NA,NA,NA,NA,2.462,53.537,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3734,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,40,40.3197816,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,28.829,NA,uM,NA,NA,NA,NA,NA,2.471,56.772,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364785,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,3,QU39,NA,QNUT3735,M,50.0307000000001,-125.0992,50.02996944,-125.09840185,NA,50,53.6769725,NA,0.45nm,13,NA,2018-01-09T19:26:32Z,2018-01-09T20:41:25Z,2018-05-09T07:00:00Z,brianna.knowles,NA,27.709,NA,uM,NA,NA,NA,NA,NA,2.384,52.833,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: metadata QC'd by CM (drop; survey; site; date),2018,1,9
NA,364787,1,NA,2018-01-09,QUADRA,HAKAI,QOMA4,4,QU39,NA,QNUT3736,M,50.0307000000001,-125.0992,50.0297672,-125.09931074,NA,75,NA,NA,0.45nm,13,NA,2018-01-09T20:14:22Z,2018-01-09T20:35:56Z,2018-05-09T07:00:00Z,brianna.knowles,NA,30.383,NA,uM,NA,NA,NA,NA,NA,2.616,56.071,NA,NA,NA,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,NA,NA,NA,NA,NA,UBC,Results,NA,Technicianmr,NA,1: extra drop as we ran out of water. pp not collected. no pipette.,2018,1,9
