date,wan_dis,wan_b1,sm_dis,sm_b1,gm_dis,gm_b1,ra_dis,ra_b1
2019-11-09,134,145.45,772.5182168822042,450.2203495677181,241.66041025641027,262.3097512820513,19.99209029604237,20.199631598534708
2019-11-10,146,133.95,616.8328787990298,479.4000784637654,263.30164102564106,241.57023846153845,20.979276746132683,19.446748276605483
2019-11-11,147,128.05,809.6173793269493,497.8839923930879,265.1050769230769,230.92996666666667,33.13000355262722,19.270051674250677
2019-11-12,188,125.55,1246.2003403308754,538.3414956249305,339.0459487179487,226.42137692307693,148.8812021192892,20.559093215153194
2019-11-13,212,129.55,712.5494541953774,621.6749926626363,382.3284102564103,233.63512051282052,96.74712655888638,33.548710741801486
2019-11-14,199,137.65,544.0162907898964,649.009889695094,358.88374358974363,248.24295128205128,49.36972936790713,41.30761825902332
2019-11-15,221,145.45,1176.5160625491503,656.604342114924,398.5593333333333,262.3097512820513,146.6397352393416,44.434109538215864
2019-11-16,297,156.35,1843.0635626063308,731.9430435447745,535.6204615384615,281.9672025641026,1617.733511135772,57.49186754520092
2019-11-17,851,175.85,3891.886898198073,878.1159443669113,1534.7239487179488,317.13420256410257,2572.7215163850306,217.87433221112212
2019-11-18,886,251.3,1742.1414465528203,1221.9885556290035,1597.8442051282052,453.20344102564104,313.6676787692334,473.5993328769795
2019-11-19,685,328.1,1101.7481354128545,1335.5342530230707,1235.3535897435895,591.707317948718,102.29613840635696,501.9861870170263
2019-11-20,517,383.2,803.9948754506047,1368.4572448761357,932.3763589743588,691.076635897436,62.05488641623421,510.21659182805774
2019-11-21,397,420.3,630.0512181837237,1387.1734445412933,715.9640512820513,757.9841076923077,43.14505742648632,514.3241527950679
2019-11-22,317,445.3,602.0739623445553,1369.2168284269706,571.6891794871794,803.0700051282051,254.4559134740537,515.3256581824538
2019-11-23,402,458.2,1905.4750758791615,1304.8041906283386,724.9812307692307,826.3343282051281,3558.6041707770028,525.8831293179302
2019-11-24,576,477.2,1296.8463663833293,1424.096752796717,1038.7790769230771,860.5996102564102,489.0712507416184,872.0688337397419
2019-11-25,502,514.9,750.4418869113604,1499.3797603560604,905.3248205128206,928.5891435897436,198.9262372363321,916.038985877113
2019-11-26,406,543,549.0221919469286,1456.7723427922813,732.1949743589744,979.2656923076923,148.13955297215625,921.2676360768121
2019-11-27,324,553.9,420.3314033186092,1327.368205726341,584.3132307692308,998.9231435897436,75.87128923119646,774.3082402604505
2019-11-28,258,501.2,337.5691841895843,980.2126562383947,465.2864615384616,903.8820717948718,46.04988402302824,524.6232175450671
2019-11-29,211,438.4,297.1421185555608,839.7554300020712,380.5249743589744,790.6262974358974,30.937193001663516,497.8614380704465
2019-11-30,176,391,272.0845000960988,759.29482831634175,317.404717948718,705.1434358974359,22.53362282085756,490.7255435299772
2019-12-01,150,356.9,254.32436718827273,706.1037907808911,270.5153846153846,643.6462717948718,18.109811672926224,486.77341717043953
2019-12-02,131,332.2,246.91235894100652,668.531105681346,236.25010256410255,599.1014051282052,16.61612008940712,484.26989259508355
2019-12-03,128,313.6,415.17881436013545,633.0149453409912,230.83979487179488,565.5574974358975,645.2143389567728,460.48591325661886
2019-12-04,139,286.2,419.08628550095,483.9853191890886,250.67758974358975,516.1433538461539,267.5948967714876,169.14693007459587
2019-12-05,128,242.5,267.72588271139495,396.2093111008507,230.83979487179488,437.3332051282052,84.21675914972215,146.99929467758278
2019-12-06,121,205.1,397.0083710326048,347.93771068085414,218.2157435897436,369.8847025641026,613.6583056157866,135.5283468689218
2019-12-07,141,176.6,676.5460502403055,332.73632858942176,254.28446153846156,318.4867794871795,1674.178793303263,182.08022213328482
2019-12-08,153,158.3,394.48807088562774,358.3577932815914,275.9256923076923,285.4839025641026,183.82416489356063,341.9109725404915
