Date,Watershed_group,Q
2018-02-18T08:00:00Z,Q_Total,519.1512166491215
2018-02-18T08:00:00Z,Q_GM,259.6947692307693
2018-02-18T08:00:00Z,Q_SM,180.3794645297807
2018-02-18T08:00:00Z,Q_RA,79.07698288857142
2018-02-19T08:00:00Z,Q_Total,433.90607092150316
2018-02-19T08:00:00Z,Q_GM,232.6432307692308
2018-02-19T08:00:00Z,Q_SM,166.7766050060975
2018-02-19T08:00:00Z,Q_RA,34.48623514617487
2018-02-20T08:00:00Z,Q_Total,397.3265899809533
2018-02-20T08:00:00Z,Q_GM,212.80543589743587
2018-02-20T08:00:00Z,Q_SM,161.62881392168507
2018-02-20T08:00:00Z,Q_RA,22.892340161832337
2018-02-21T08:00:00Z,Q_Total,372.44032133868336
2018-02-21T08:00:00Z,Q_GM,196.57451282051284
2018-02-21T08:00:00Z,Q_SM,157.96375329119928
2018-02-21T08:00:00Z,Q_RA,17.90205522697118
2018-02-22T08:00:00Z,Q_Total,349.25349050155063
2018-02-22T08:00:00Z,Q_GM,182.14702564102564
2018-02-22T08:00:00Z,Q_SM,152.22368380716577
2018-02-22T08:00:00Z,Q_RA,14.882781053359226
2018-02-23T08:00:00Z,Q_Total,374.37916228067314
2018-02-23T08:00:00Z,Q_GM,172.76916447800855
2018-02-23T08:00:00Z,Q_SM,151.0788463432377
2018-02-23T08:00:00Z,Q_RA,50.5311514594269
2018-02-24T08:00:00Z,Q_Total,538.230084536444
2018-02-24T08:00:00Z,Q_GM,168.8015972481752
2018-02-24T08:00:00Z,Q_SM,148.50693429925735
2018-02-24T08:00:00Z,Q_RA,220.92155298901136
2018-02-25T08:00:00Z,Q_Total,587.5801926295413
2018-02-25T08:00:00Z,Q_GM,168.08022013737607
2018-02-25T08:00:00Z,Q_SM,149.07139636232586
2018-02-25T08:00:00Z,Q_RA,270.42857612983937
2018-02-26T08:00:00Z,Q_Total,486.18132882616464
2018-02-26T08:00:00Z,Q_GM,161.22717198259403
2018-02-26T08:00:00Z,Q_SM,142.63964568138465
2018-02-26T08:00:00Z,Q_RA,182.31451116218597
2018-02-27T08:00:00Z,Q_Total,622.335262358861
2018-02-27T08:00:00Z,Q_GM,155.27582801740598
2018-02-27T08:00:00Z,Q_SM,141.3834986683735
2018-02-27T08:00:00Z,Q_RA,325.67593567308154
2018-02-28T08:00:00Z,Q_Total,775.1723699163877
2018-02-28T08:00:00Z,Q_GM,150.94757911173505
2018-02-28T08:00:00Z,Q_SM,142.96557640782805
2018-02-28T08:00:00Z,Q_RA,481.2592143968246
2018-03-01T08:00:00Z,Q_Total,496.32522417964634
2018-03-01T08:00:00Z,Q_GM,151.849297060453
2018-03-01T08:00:00Z,Q_SM,146.67434149096167
2018-03-01T08:00:00Z,Q_RA,197.80158562823166
2018-03-02T08:00:00Z,Q_Total,361.94146542801474
2018-03-02T08:00:00Z,Q_GM,141.56971794871794
2018-03-02T08:00:00Z,Q_SM,142.56008827277907
2018-03-02T08:00:00Z,Q_RA,77.81165920651772
2018-03-03T08:00:00Z,Q_Total,309.97213629911016
2018-03-03T08:00:00Z,Q_GM,133.99529268313677
2018-03-03T08:00:00Z,Q_SM,133.40539203860965
2018-03-03T08:00:00Z,Q_RA,42.57145157736369
2018-03-04T08:00:00Z,Q_Total,286.62858631933847
2018-03-04T08:00:00Z,Q_GM,128.94566666666668
2018-03-04T08:00:00Z,Q_SM,130.6943556633626
2018-03-04T08:00:00Z,Q_RA,26.988563989309146
2018-03-05T08:00:00Z,Q_Total,274.63761061679736
2018-03-05T08:00:00Z,Q_GM,126.60119449635044
2018-03-05T08:00:00Z,Q_SM,126.80668522266966
2018-03-05T08:00:00Z,Q_RA,21.22973089777723
2018-03-06T08:00:00Z,Q_Total,264.0042606863933
2018-03-06T08:00:00Z,Q_GM,120.46952345236753
2018-03-06T08:00:00Z,Q_SM,125.06955897182854
2018-03-06T08:00:00Z,Q_RA,18.46517826219721
2018-03-07T08:00:00Z,Q_Total,260.4908399893373
2018-03-07T08:00:00Z,Q_GM,116.68229706045301
2018-03-07T08:00:00Z,Q_SM,124.12346893701192
2018-03-07T08:00:00Z,Q_RA,19.68507399187237
2018-03-08T08:00:00Z,Q_Total,283.062331581611
2018-03-08T08:00:00Z,Q_GM,113.61646153846155
2018-03-08T08:00:00Z,Q_SM,130.40811505085392
2018-03-08T08:00:00Z,Q_RA,39.037754992295504
2018-03-09T08:00:00Z,Q_Total,300.14512454825086
2018-03-09T08:00:00Z,Q_GM,111.99336647894447
2018-03-09T08:00:00Z,Q_SM,134.53427280303882
2018-03-09T08:00:00Z,Q_RA,53.61748526626753
2018-03-10T08:00:00Z,Q_Total,282.3590021427554
2018-03-10T08:00:00Z,Q_GM,109.46856035027146
2018-03-10T08:00:00Z,Q_SM,126.15870449785638
2018-03-10T08:00:00Z,Q_RA,46.731737294627564
2018-03-11T08:00:00Z,Q_Total,301.93434955170943
2018-03-11T08:00:00Z,Q_GM,106.76340650411761
2018-03-11T08:00:00Z,Q_SM,130.3126883104608
2018-03-11T08:00:00Z,Q_RA,64.85825473713098
2018-03-12T07:00:00Z,Q_Total,458.8087335365653
2018-03-12T07:00:00Z,Q_GM,105.86168855539967
2018-03-12T07:00:00Z,Q_SM,161.73990690887865
2018-03-12T07:00:00Z,Q_RA,191.20713807228697
2018-03-13T07:00:00Z,Q_Total,656.6613784628934
2018-03-13T07:00:00Z,Q_GM,111.99336647894447
2018-03-13T07:00:00Z,Q_SM,253.40596190220083
2018-03-13T07:00:00Z,Q_RA,291.2620500817481
2018-03-14T07:00:00Z,Q_Total,608.727595675956
2018-03-14T07:00:00Z,Q_GM,123.53535897435899
2018-03-14T07:00:00Z,Q_SM,295.5341939658831
2018-03-14T07:00:00Z,Q_RA,189.6580427357138
2018-03-15T07:00:00Z,Q_Total,443.0267359711556
2018-03-15T07:00:00Z,Q_GM,130.74910256410257
2018-03-15T07:00:00Z,Q_SM,232.58435483357226
2018-03-15T07:00:00Z,Q_RA,79.69327857348073
2018-03-16T07:00:00Z,Q_Total,370.8996339048482
2018-03-16T07:00:00Z,Q_GM,130.56876172618377
2018-03-16T07:00:00Z,Q_SM,188.8422643320045
2018-03-16T07:00:00Z,Q_RA,51.48860784665994
2018-03-17T07:00:00Z,Q_Total,352.6899611283082
2018-03-17T07:00:00Z,Q_GM,135.61837398352992
2018-03-17T07:00:00Z,Q_SM,177.37010118330772
2018-03-17T07:00:00Z,Q_RA,39.70148596147053
2018-03-18T07:00:00Z,Q_Total,345.235924063987
2018-03-18T07:00:00Z,Q_GM,133.27391557233761
2018-03-18T07:00:00Z,Q_SM,175.08443947570225
2018-03-18T07:00:00Z,Q_RA,36.87756901594705
2018-03-19T07:00:00Z,Q_Total,356.73985041755867
2018-03-19T07:00:00Z,Q_GM,135.79872858057263
2018-03-19T07:00:00Z,Q_SM,184.6883229901636
2018-03-19T07:00:00Z,Q_RA,36.252798846822444
2018-03-20T07:00:00Z,Q_Total,379.5649505149364
2018-03-20T07:00:00Z,Q_GM,137.78250531592735
2018-03-20T07:00:00Z,Q_SM,184.80760657672946
2018-03-20T07:00:00Z,Q_RA,56.974838622279584
2018-03-21T07:00:00Z,Q_Total,395.75460764757463
2018-03-21T07:00:00Z,Q_GM,138.32352782968377
2018-03-21T07:00:00Z,Q_SM,182.3311272439737
2018-03-21T07:00:00Z,Q_RA,75.09995257391721
2018-03-22T07:00:00Z,Q_Total,509.21577878041194
2018-03-22T07:00:00Z,Q_GM,140.84834083791878
2018-03-22T07:00:00Z,Q_SM,200.54906770196044
2018-03-22T07:00:00Z,Q_RA,167.8183702405328
2018-03-23T07:00:00Z,Q_Total,434.42915716290764
2018-03-23T07:00:00Z,Q_GM,139.2252457784017
2018-03-23T07:00:00Z,Q_SM,179.4730210388023
2018-03-23T07:00:00Z,Q_RA,115.73089034570363
2018-03-24T07:00:00Z,Q_Total,369.61696163541336
2018-03-24T07:00:00Z,Q_GM,140.1269637271197
2018-03-24T07:00:00Z,Q_SM,162.83716383606492
2018-03-24T07:00:00Z,Q_RA,66.6528340722287
2018-03-25T07:00:00Z,Q_Total,988.9408630795373
