" ID	PARAM	Date	Value	SYM"
"08FB011	1	4/18/2016	106	"
"08FB011	1	4/19/2016	179	"
"08FB011	1	4/20/2016	189	"
"08FB011	1	4/21/2016	199	"
"08FB011	1	4/22/2016	204	"
"08FB011	1	4/23/2016	232	"
"08FB011	1	4/24/2016	230	"
"08FB011	1	4/25/2016	177	"
"08FB011	1	4/26/2016	143	"
"08FB011	1	4/27/2016	120	"
"08FB011	1	4/28/2016	113	"
"08FB011	1	4/29/2016	104	"
"08FB011	1	4/30/2016	97	"
"08FB011	1	5/1/2016	95.5	"
"08FB011	1	5/2/2016	134	"
"08FB011	1	5/3/2016	187	"
"08FB011	1	5/4/2016	197	"
"08FB011	1	5/5/2016	158	"
"08FB011	1	5/6/2016	144	"
"08FB011	1	5/7/2016	162	"
"08FB011	1	5/8/2016	185	"
"08FB011	1	5/9/2016	147	"
"08FB011	1	5/10/2016	137	"
"08FB011	1	5/11/2016	143	"
"08FB011	1	5/12/2016	141	"
"08FB011	1	5/13/2016	122	"
"08FB011	1	5/14/2016	138	"
"08FB011	1	5/15/2016	172	"
"08FB011	1	5/16/2016	212	"
"08FB011	1	5/17/2016	209	"
"08FB011	1	5/18/2016	203	"
"08FB011	1	5/19/2016	167	"
"08FB011	1	5/20/2016	146	"
"08FB011	1	5/21/2016	122	"
"08FB011	1	5/22/2016	116	"
"08FB011	1	5/23/2016	127	"
"08FB011	1	5/24/2016	156	"
"08FB011	1	5/25/2016	159	"
"08FB011	1	5/26/2016	149	"
"08FB011	1	5/27/2016	127	"
"08FB011	1	5/28/2016	109	"
"08FB011	1	5/29/2016	98.7	"
"08FB011	1	5/30/2016	92	"
"08FB011	1	5/31/2016	92.2	"
"08FB011	1	6/1/2016	98	"
"08FB011	1	6/2/2016	119	"
"08FB011	1	6/3/2016	137	"
"08FB011	1	6/4/2016	174	"
"08FB011	1	6/5/2016	173	"
"08FB011	1	6/6/2016	189	"
"08FB011	1	6/7/2016	204	"
"08FB011	1	6/8/2016	195	"
"08FB011	1	6/9/2016	183	"
"08FB011	1	6/10/2016	203	"
"08FB011	1	6/11/2016	201	"
"08FB011	1	6/12/2016	174	"
"08FB011	1	6/13/2016	159	"
"08FB011	1	6/14/2016	152	"
"08FB011	1	6/15/2016	135	"
"08FB011	1	6/16/2016	121	"
"08FB011	1	6/17/2016	117	"
"08FB011	1	6/18/2016	122	"
"08FB011	1	6/19/2016	130	"
"08FB011	1	6/20/2016	147	"
"08FB011	1	6/21/2016	170	"
"08FB011	1	6/22/2016	169	"
"08FB011	1	6/23/2016	205	"
"08FB011	1	6/24/2016	300	"
"08FB011	1	6/25/2016	269	"
"08FB011	1	6/26/2016	234	"
"08FB011	1	6/27/2016	229	"
"08FB011	1	6/28/2016	246	"
"08FB011	1	6/29/2016	256	"
"08FB011	1	6/30/2016	253	"
"08FB011	1	7/1/2016	244	"
"08FB011	1	7/2/2016	251	"
"08FB011	1	7/3/2016	257	"
"08FB011	1	7/4/2016	220	"
"08FB011	1	7/5/2016	218	"
"08FB011	1	7/6/2016	215	"
"08FB011	1	7/7/2016	214	"
"08FB011	1	7/8/2016	201	"
"08FB011	1	7/9/2016	207	"
"08FB011	1	7/10/2016	236	"
"08FB011	1	7/11/2016	231	"
"08FB011	1	7/12/2016	220	"
"08FB011	1	7/13/2016	220	"
"08FB011	1	7/14/2016	239	"
"08FB011	1	7/15/2016	244	"
"08FB011	1	7/16/2016	250	"
"08FB011	1	7/17/2016	251	"
"08FB011	1	7/18/2016	263	"
"08FB011	1	7/19/2016	277	"
"08FB011	1	7/20/2016	268	"
"08FB011	1	7/21/2016	252	"
"08FB011	1	7/22/2016	255	"
"08FB011	1	7/23/2016	246	"
"08FB011	1	7/24/2016	261	"
"08FB011	1	7/25/2016	276	"
"08FB011	1	7/26/2016	270	"
"08FB011	1	7/27/2016	257	"
"08FB011	1	7/28/2016	254	"
"08FB011	1	7/29/2016	257	"
"08FB011	1	7/30/2016	249	"
"08FB011	1	7/31/2016	245	"
"08FB011	1	8/1/2016	200	"
"08FB011	1	8/2/2016	223	"
"08FB011	1	8/3/2016	225	"
"08FB011	1	8/4/2016	216	"
"08FB011	1	8/5/2016	258	"
"08FB011	1	8/6/2016	258	"
"08FB011	1	8/7/2016	243	"
"08FB011	1	8/8/2016	250	"
"08FB011	1	8/9/2016	255	"
"08FB011	1	8/10/2016	236	"
"08FB011	1	8/11/2016	232	"
"08FB011	1	8/12/2016	233	"
"08FB011	1	8/13/2016	234	"
"08FB011	1	8/14/2016	238	"
"08FB011	1	8/15/2016	232	"
"08FB011	1	8/16/2016	231	"
"08FB011	1	8/17/2016	215	"
"08FB011	1	8/18/2016	200	"
"08FB011	1	8/19/2016	205	"
"08FB011	1	8/20/2016	217	"
"08FB011	1	8/21/2016	246	"
"08FB011	1	8/22/2016	201	"
"08FB011	1	8/23/2016	164	"
"08FB011	1	8/24/2016	164	"
"08FB011	1	8/25/2016	183	"
"08FB011	1	8/26/2016	198	"
"08FB011	1	8/27/2016	228	"
"08FB011	1	8/28/2016	191	"
"08FB011	1	8/29/2016	184	"
"08FB011	1	8/30/2016	207	"
"08FB011	1	8/31/2016	199	"
"08FB011	1	9/1/2016	187	"
"08FB011	1	9/2/2016	152	"
"08FB011	1	9/3/2016	138	"
"08FB011	1	9/4/2016	123	"
"08FB011	1	9/5/2016	111	"
"08FB011	1	9/6/2016	114	"
"08FB011	1	9/7/2016	123	"
"08FB011	1	9/8/2016	126	"
"08FB011	1	9/9/2016	122	"
"08FB011	1	9/10/2016	189	"
"08FB011	1	9/11/2016	180	"
"08FB011	1	9/12/2016	139	"
"08FB011	1	9/13/2016	115	"
"08FB011	1	9/14/2016	119	"
"08FB011	1	9/15/2016	126	"
"08FB011	1	9/16/2016	152	"
"08FB011	1	9/17/2016	204	"
"08FB011	1	9/18/2016	176	"
"08FB011	1	9/19/2016	121	"
"08FB011	1	9/20/2016	104	"
"08FB011	1	9/21/2016	90.9	"
"08FB011	1	9/22/2016	83.5	"
"08FB011	1	9/23/2016	82	"
"08FB011	1	9/24/2016	81.1	"
"08FB011	1	9/25/2016	85.5	"
"08FB011	1	9/26/2016	150	"
"08FB011	1	9/27/2016	227	"
"08FB011	1	9/28/2016	157	"
"08FB011	1	9/29/2016	114	"
"08FB011	1	9/30/2016	93.3	"
"08FB011	1	10/1/2016	84.5	"
"08FB011	1	10/2/2016	78	"
"08FB011	1	10/3/2016	73.1	"
"08FB011	1	10/4/2016	69.2	"
"08FB011	1	10/5/2016	66.2	"
"08FB011	1	10/6/2016	63.6	"
"08FB011	1	10/7/2016	64.2	"
"08FB011	1	10/8/2016	63.2	"
"08FB011	1	10/9/2016	59.4	"
"08FB011	1	10/10/2016	55	"
"08FB011	1	10/11/2016	50.6	"
"08FB011	1	10/12/2016	47.6	"
"08FB011	1	10/13/2016	46.5	"
"08FB011	1	10/14/2016	47.5	"
"08FB011	1	10/15/2016	46.8	"
"08FB011	1	10/16/2016	47.5	"
"08FB011	1	10/17/2016	48.3	"
"08FB011	1	10/18/2016	48.6	"
"08FB011	1	10/19/2016	48.2	"
"08FB011	1	10/20/2016	51.8	"
"08FB011	1	10/21/2016	54.7	"
"08FB011	1	10/22/2016	52.9	"
"08FB011	1	10/23/2016	49.7	"
"08FB011	1	10/24/2016	47	"
"08FB011	1	10/25/2016	45.5	"
"08FB011	1	10/26/2016	44.1	"
"08FB011	1	10/27/2016	43	"
"08FB011	1	10/28/2016	42.3	"
"08FB011	1	10/29/2016	41.2	"
"08FB011	1	10/30/2016	40.3	"
"08FB011	1	10/31/2016	39	"
"08FB011	1	11/1/2016	37.9	"
"08FB011	1	11/2/2016	37.3	"
"08FB011	1	11/3/2016	44.9	"
"08FB011	1	11/4/2016	62.9	"
"08FB011	1	11/5/2016	79	"
"08FB011	1	11/6/2016	74.9	"
"08FB011	1	11/7/2016	72	"
"08FB011	1	11/8/2016	299	"
"08FB011	1	11/9/2016	400	"
"08FB011	1	11/10/2016	255	"
"08FB011	1	11/11/2016	212	"
"08FB011	1	11/12/2016	204	"
"08FB011	1	11/13/2016	190	"
"08FB011	1	11/14/2016	165	"
"08FB011	1	11/15/2016	138	"
"08FB011	1	11/16/2016	118	"
"08FB011	1	11/17/2016	103	"
"08FB011	1	11/18/2016	91.1	"
"08FB011	1	11/19/2016	84.5	"
"08FB011	1	11/20/2016	79.7	"
"08FB011	1	11/21/2016	75.3	"
"08FB011	1	11/22/2016	72.2	"
"08FB011	1	11/23/2016	69.4	"
"08FB011	1	11/24/2016	66.9	"
"08FB011	1	11/25/2016	63.5	"
"08FB011	1	11/26/2016	60.8	"
"08FB011	1	11/27/2016	59.1	"
"08FB011	1	11/28/2016	58	"
"08FB011	1	11/29/2016	55.9	"
"08FB011	1	11/30/2016	54.4	"
"08FB011	1	12/1/2016	51.6	"
"08FB011	1	12/2/2016	52	"
"08FB011	1	12/3/2016	53.4	"
"08FB011	1	12/4/2016	51.8	"
"08FB011	1	12/5/2016	48.4	"
"08FB011	1	12/6/2016	45.1	A"
"08FB011	1	12/7/2016	41.6	B"
"08FB011	1	12/8/2016	41.4	B"
"08FB011	1	12/9/2016	41.2	B"
"08FB011	1	12/10/2016	41	B"
"08FB011	1	12/11/2016	40.8	B"
"08FB011	1	12/12/2016	40.6	B"
"08FB011	1	12/13/2016	39.8	B"
"08FB011	1	12/14/2016	39	B"
"08FB011	1	12/15/2016	38.3	B"
"08FB011	1	12/16/2016	37.5	B"
"08FB011	1	12/17/2016	36.8	B"
"08FB011	1	12/18/2016	36.1	B"
"08FB011	1	12/19/2016	35.3	B"
"08FB011	1	12/20/2016	34.5	B"
"08FB011	1	12/21/2016	34	B"
"08FB011	1	12/22/2016	33.3	B"
"08FB011	1	12/23/2016	32.5	B"
"08FB011	1	12/24/2016	31.2	"
"08FB011	1	12/25/2016	30.1	"
"08FB011	1	12/26/2016	29.3	"
"08FB011	1	12/27/2016	29.2	"
"08FB011	1	12/28/2016	28.9	"
"08FB011	1	12/29/2016	28.9	"
"08FB011	1	12/30/2016	28.5	"
"08FB011	1	12/31/2016	27.9	"
"08FB011	1	1/1/2017	27.2	"
"08FB011	1	1/2/2017	26.7	B"
"08FB011	1	1/3/2017	26.5	B"
"08FB011	1	1/4/2017	26.2	B"
"08FB011	1	1/5/2017	25.9	B"
"08FB011	1	1/6/2017	25.6	B"
"08FB011	1	1/7/2017	25.8	B"
"08FB011	1	1/8/2017	26.1	B"
"08FB011	1	1/9/2017	26.3	B"
"08FB011	1	1/10/2017	26.5	B"
"08FB011	1	1/11/2017	26.8	B"
"08FB011	1	1/12/2017	27.9	B"
"08FB011	1	1/13/2017	29	B"
"08FB011	1	1/14/2017	30.1	B"
"08FB011	1	1/15/2017	29	B"
"08FB011	1	1/16/2017	28	B"
"08FB011	1	1/17/2017	26.9	B"
"08FB011	1	1/18/2017	38.3	B"
"08FB011	1	1/19/2017	51.6	B"
"08FB011	1	1/20/2017	46.9	"
"08FB011	1	1/21/2017	42.2	"
"08FB011	1	1/22/2017	38.6	"
"08FB011	1	1/23/2017	35.8	"
"08FB011	1	1/24/2017	33.2	"
"08FB011	1	1/25/2017	31.7	"
"08FB011	1	1/26/2017	30.2	"
"08FB011	1	1/27/2017	29.2	"
"08FB011	1	1/28/2017	32.7	"
"08FB011	1	1/29/2017	46.3	"
"08FB011	1	1/30/2017	44.1	"
"08FB011	1	1/31/2017	40.4	"
"08FB011	1	2/1/2017	37.6	B"
"08FB011	1	2/2/2017	36.4	B"
"08FB011	1	2/3/2017	35.2	B"
"08FB011	1	2/4/2017	34	B"
"08FB011	1	2/5/2017	32.9	B"
"08FB011	1	2/6/2017	31.8	B"
"08FB011	1	2/7/2017	30.7	B"
"08FB011	1	2/8/2017	29.7	B"
"08FB011	1	2/9/2017	28.7	B"
"08FB011	1	2/10/2017	27.8	B"
"08FB011	1	2/11/2017	26.9	B"
"08FB011	1	2/12/2017	26	B"
"08FB011	1	2/13/2017	25.3	B"
"08FB011	1	2/14/2017	25.3	"
"08FB011	1	2/15/2017	33.7	"
"08FB011	1	2/16/2017	50	"
"08FB011	1	2/17/2017	50.9	"
"08FB011	1	2/18/2017	46.3	"
"08FB011	1	2/19/2017	42.2	"
"08FB011	1	2/20/2017	39.1	"
"08FB011	1	2/21/2017	36.5	"
"08FB011	1	2/22/2017	34.1	"
"08FB011	1	2/23/2017	31.8	"
"08FB011	1	2/24/2017	30.8	"
"08FB011	1	2/25/2017	29.2	"
"08FB011	1	2/26/2017	28.8	"
"08FB011	1	2/27/2017	27.7	"
"08FB011	1	2/28/2017	26.7	"
"08FB011	1	3/1/2017	26.5	"
"08FB011	1	3/2/2017	25.9	"
"08FB011	1	3/3/2017	25.7	"
"08FB011	1	3/4/2017	24.9	"
"08FB011	1	3/5/2017	24	"
"08FB011	1	3/6/2017	23.5	"
"08FB011	1	3/7/2017	23	"
"08FB011	1	3/8/2017	22.4	"
"08FB011	1	3/9/2017	21.8	"
"08FB011	1	3/10/2017	21.2	"
"08FB011	1	3/11/2017	20.9	"
"08FB011	1	3/12/2017	20.7	"
"08FB011	1	3/13/2017	21.1	"
"08FB011	1	3/14/2017	22.3	"
"08FB011	1	3/15/2017	24.4	"
"08FB011	1	3/16/2017	24	"
"08FB011	1	3/17/2017	23.6	"
"08FB011	1	3/18/2017	23.4	"
"08FB011	1	3/19/2017	23.2	"
"08FB011	1	3/20/2017	22.2	"
"08FB011	1	3/21/2017	21.8	"
"08FB011	1	3/22/2017	21.9	"
"08FB011	1	3/23/2017	22.8	"
"08FB011	1	3/24/2017	22.4	"
"08FB011	1	3/25/2017	23.4	"
"08FB011	1	3/26/2017	23.4	"
"08FB011	1	3/27/2017	23	"
"08FB011	1	3/28/2017	23.8	"
"08FB011	1	3/29/2017	25.2	"
"08FB011	1	3/30/2017	25.8	"
"08FB011	1	3/31/2017	26.5	"
"08FB011	1	4/1/2017	28.5	"
"08FB011	1	4/2/2017	29.9	"
"08FB011	1	4/3/2017	29.3	"
"08FB011	1	4/4/2017	28.6	"
"08FB011	1	4/5/2017	28.3	"
"08FB011	1	4/6/2017	28.6	"
"08FB011	1	4/7/2017	28.5	"
"08FB011	1	4/8/2017	28.1	"
"08FB011	1	4/9/2017	27.7	"
"08FB011	1	4/10/2017	27.6	"
"08FB011	1	4/11/2017	27.5	"
"08FB011	1	4/12/2017	27.8	"
"08FB011	1	4/13/2017	28.8	"
"08FB011	1	4/14/2017	30.5	"
"08FB011	1	4/15/2017	31	"
"08FB011	1	4/16/2017	31.2	"
"08FB011	1	4/17/2017	31.1	"
"08FB011	1	4/18/2017	32.3	"
"08FB011	1	4/19/2017	34.7	"
"08FB011	1	4/20/2017	36.5	"
"08FB011	1	4/21/2017	38.6	"
"08FB011	1	4/22/2017	43.1	"
"08FB011	1	4/23/2017	50.2	"
"08FB011	1	4/24/2017	56.8	"
"08FB011	1	4/25/2017	59.6	"
"08FB011	1	4/26/2017	63	"
"08FB011	1	4/27/2017	63.5	"
"08FB011	1	4/28/2017	61.4	"
"08FB011	1	4/29/2017	60.6	"
"08FB011	1	4/30/2017	58.6	"
"08FB011	1	5/1/2017	56.3	"
"08FB011	1	5/2/2017	54.9	"
"08FB011	1	5/3/2017	61.3	"
"08FB011	1	5/4/2017	100	"
"08FB011	1	5/5/2017	153	"
"08FB011	1	5/6/2017	163	"
"08FB011	1	5/7/2017	136	"
"08FB011	1	5/8/2017	117	"
"08FB011	1	5/9/2017	112	"
"08FB011	1	5/10/2017	113	"
"08FB011	1	5/11/2017	122	"
"08FB011	1	5/12/2017	146	"
"08FB011	1	5/13/2017	134	"
"08FB011	1	5/14/2017	116	"
"08FB011	1	5/15/2017	108	"
"08FB011	1	5/16/2017	104	"
"08FB011	1	5/17/2017	112	"
"08FB011	1	5/18/2017	129	"
"08FB011	1	5/19/2017	148	"
"08FB011	1	5/20/2017	159	"
"08FB011	1	5/21/2017	194	"
"08FB011	1	5/22/2017	227	"
"08FB011	1	5/23/2017	266	"
"08FB011	1	5/24/2017	245	"
"08FB011	1	5/25/2017	225	"
"08FB011	1	5/26/2017	254	"
"08FB011	1	5/27/2017	295	"
"08FB011	1	5/28/2017	321	"
"08FB011	1	5/29/2017	349	"
"08FB011	1	5/30/2017	369	"
"08FB011	1	5/31/2017	365	"
"08FB011	1	6/1/2017	351	"
"08FB011	1	6/2/2017	322	"
"08FB011	1	6/3/2017	298	"
"08FB011	1	6/4/2017	251	"
"08FB011	1	6/5/2017	221	"
"08FB011	1	6/6/2017	207	"
"08FB011	1	6/7/2017	236	"
"08FB011	1	6/8/2017	287	"
"08FB011	1	6/9/2017	302	"
"08FB011	1	6/10/2017	238	"
"08FB011	1	6/11/2017	220	"
"08FB011	1	6/12/2017	251	"
"08FB011	1	6/13/2017	231	"
"08FB011	1	6/14/2017	216	"
"08FB011	1	6/15/2017	195	"
"08FB011	1	6/16/2017	198	"
"08FB011	1	6/17/2017	190	"
"08FB011	1	6/18/2017	171	"
"08FB011	1	6/19/2017	220	"
"08FB011	1	6/20/2017	276	"
"08FB011	1	6/21/2017	244	"
"08FB011	1	6/22/2017	207	"
"08FB011	1	6/23/2017	195	"
"08FB011	1	6/24/2017	204	"
"08FB011	1	6/25/2017	246	"
"08FB011	1	6/26/2017	299	"
"08FB011	1	6/27/2017	264	"
"08FB011	1	6/28/2017	242	"
"08FB011	1	6/29/2017	241	"
"08FB011	1	6/30/2017	256	"
"08FB011	1	7/1/2017	258	"
"08FB011	1	7/2/2017	269	"
"08FB011	1	7/3/2017	270	"
"08FB011	1	7/4/2017	227	"
"08FB011	1	7/5/2017	209	"
"08FB011	1	7/6/2017	209	"
"08FB011	1	7/7/2017	218	"
"08FB011	1	7/8/2017	223	"
"08FB011	1	7/9/2017	234	"
"08FB011	1	7/10/2017	231	"
"08FB011	1	7/11/2017	193	"
"08FB011	1	7/12/2017	188	"
"08FB011	1	7/13/2017	202	"
"08FB011	1	7/14/2017	200	"
"08FB011	1	7/15/2017	188	"
"08FB011	1	7/16/2017	193	"
"08FB011	1	7/17/2017	172	"
"08FB011	1	7/18/2017	154	"
"08FB011	1	7/19/2017	158	"
"08FB011	1	7/20/2017	186	"
"08FB011	1	7/21/2017	186	"
"08FB011	1	7/22/2017	176	"
"08FB011	1	7/23/2017	205	"
"08FB011	1	7/24/2017	193	"
"08FB011	1	7/25/2017	190	"
"08FB011	1	7/26/2017	233	"
"08FB011	1	7/27/2017	220	"
"08FB011	1	7/28/2017	196	"
"08FB011	1	7/29/2017	191	"
"08FB011	1	7/30/2017	217	"
"08FB011	1	7/31/2017	206	"
"08FB011	1	8/1/2017	192	"
"08FB011	1	8/2/2017	202	"
"08FB011	1	8/3/2017	217	"
"08FB011	1	8/4/2017	223	"
"08FB011	1	8/5/2017	217	"
"08FB011	1	8/6/2017	218	"
"08FB011	1	8/7/2017	224	"
"08FB011	1	8/8/2017	227	"
"08FB011	1	8/9/2017	239	"
"08FB011	1	8/10/2017	245	"
"08FB011	1	8/11/2017	248	"
"08FB011	1	8/12/2017	247	"
"08FB011	1	8/13/2017	249	"
"08FB011	1	8/14/2017	205	"
"08FB011	1	8/15/2017	168	"
"08FB011	1	8/16/2017	174	"
"08FB011	1	8/17/2017	188	"
"08FB011	1	8/18/2017	230	"
"08FB011	1	8/19/2017	217	"
"08FB011	1	8/20/2017	201	"
"08FB011	1	8/21/2017	219	"
"08FB011	1	8/22/2017	222	"
"08FB011	1	8/23/2017	232	"
"08FB011	1	8/24/2017	207	"
"08FB011	1	8/25/2017	159	"
"08FB011	1	8/26/2017	162	"
"08FB011	1	8/27/2017	211	"
"08FB011	1	8/28/2017	220	"
"08FB011	1	8/29/2017	201	"
"08FB011	1	8/30/2017	206	"
"08FB011	1	8/31/2017	202	"
"08FB011	1	9/1/2017	173	"
"08FB011	1	9/2/2017	272	"
"08FB011	1	9/3/2017	344	"
"08FB011	1	9/4/2017	298	"
"08FB011	1	9/5/2017	276	"
"08FB011	1	9/6/2017	253	"
"08FB011	1	9/7/2017	254	"
"08FB011	1	9/8/2017	240	"
"08FB011	1	9/9/2017	218	"
"08FB011	1	9/10/2017	187	"
"08FB011	1	9/11/2017	323	"
"08FB011	1	9/12/2017	336	"
"08FB011	1	9/13/2017	222	"
"08FB011	1	9/14/2017	159	"
"08FB011	1	9/15/2017	125	"
"08FB011	1	9/16/2017	109	"
"08FB011	1	9/17/2017	103	"
"08FB011	1	9/18/2017	90	"
"08FB011	1	9/19/2017	74.5	"
"08FB011	1	9/20/2017	67.8	"
"08FB011	1	9/21/2017	63.2	"
"08FB011	1	9/22/2017	59.8	"
"08FB011	1	9/23/2017	61.5	"
"08FB011	1	9/24/2017	70.3	"
"08FB011	1	9/25/2017	85.8	"
"08FB011	1	9/26/2017	110	"
"08FB011	1	9/27/2017	122	"
"08FB011	1	9/28/2017	118	"
"08FB011	1	9/29/2017	133	"
"08FB011	1	9/30/2017	120	"
"08FB011	1	10/1/2017	88.8	"
"08FB011	1	10/2/2017	74.7	"
"08FB011	1	10/3/2017	67.7	"
"08FB011	1	10/4/2017	62.3	"
"08FB011	1	10/5/2017	58.4	"
"08FB011	1	10/6/2017	58	"
"08FB011	1	10/7/2017	59.4	"
"08FB011	1	10/8/2017	56.1	"
"08FB011	1	10/9/2017	52.8	"
"08FB011	1	10/10/2017	54.5	"
"08FB011	1	10/11/2017	51.1	"
"08FB011	1	10/12/2017	47.9	"
"08FB011	1	10/13/2017	45.3	"
"08FB011	1	10/14/2017	45	"
"08FB011	1	10/15/2017	56.8	"
"08FB011	1	10/16/2017	161	"
"08FB011	1	10/17/2017	315	"
"08FB011	1	10/18/2017	186	"
"08FB011	1	10/19/2017	136	"
"08FB011	1	10/20/2017	105	"
"08FB011	1	10/21/2017	84.7	"
"08FB011	1	10/22/2017	80.6	"
"08FB011	1	10/23/2017	77.5	"
"08FB011	1	10/24/2017	297	"
"08FB011	1	10/25/2017	550	"
"08FB011	1	10/26/2017	351	"
"08FB011	1	10/27/2017	240	"
"08FB011	1	10/28/2017	205	"
"08FB011	1	10/29/2017	183	"
"08FB011	1	10/30/2017	147	"
"08FB011	1	10/31/2017	128	"
"08FB011	1	11/1/2017	125	"
"08FB011	1	11/2/2017	108	"
"08FB011	1	11/3/2017	91.8	"
"08FB011	1	11/4/2017	85.4	"
"08FB011	1	11/5/2017	79.4	"
"08FB011	1	11/6/2017	72.5	"
"08FB011	1	11/7/2017	69	"
"08FB011	1	11/8/2017	65.4	"
"08FB011	1	11/9/2017	61.7	"
"08FB011	1	11/10/2017	58.2	"
"08FB011	1	11/11/2017	55.3	"
"08FB011	1	11/12/2017	53.1	"
"08FB011	1	11/13/2017	50.2	"
"08FB011	1	11/14/2017	48	"
"08FB011	1	11/15/2017	46	"
"08FB011	1	11/16/2017	43.9	"
"08FB011	1	11/17/2017	41.3	"
"08FB011	1	11/18/2017	41.4	"
"08FB011	1	11/19/2017	50.9	"
"08FB011	1	11/20/2017	49	"
"08FB011	1	11/21/2017	45.1	"
"08FB011	1	11/22/2017	49.4	"
"08FB011	1	11/23/2017	128	"
"08FB011	1	11/24/2017	116	"
"08FB011	1	11/25/2017	106	"
"08FB011	1	11/26/2017	106	"
"08FB011	1	11/27/2017	99.7	"
"08FB011	1	11/28/2017	87.4	"
"08FB011	1	11/29/2017	78.9	"
"08FB011	1	11/30/2017	74.9	"
"08FB011	1	12/1/2017	70.9	"
"08FB011	1	12/2/2017	65.5	"
"08FB011	1	12/3/2017	59.7	"
"08FB011	1	12/4/2017	56.3	"
"08FB011	1	12/5/2017	54.8	"
"08FB011	1	12/6/2017	51.7	"
"08FB011	1	12/7/2017	48.3	"
"08FB011	1	12/8/2017	45.9	"
"08FB011	1	12/9/2017	44.4	B"
"08FB011	1	12/10/2017	40.9	B"
"08FB011	1	12/11/2017	38.8	B"
"08FB011	1	12/12/2017	42	B"
"08FB011	1	12/13/2017	42.4	"
"08FB011	1	12/14/2017	41.7	"
"08FB011	1	12/15/2017	41.9	"
"08FB011	1	12/16/2017	41.7	"
"08FB011	1	12/17/2017	42.2	"
"08FB011	1	12/18/2017	41.8	"
"08FB011	1	12/19/2017	39.2	"
"08FB011	1	12/20/2017	36.4	"
"08FB011	1	12/21/2017	35.3	"
"08FB011	1	12/22/2017	35.1	"
"08FB011	1	12/23/2017	31.6	B"
"08FB011	1	12/24/2017	30.7	B"
"08FB011	1	12/25/2017	30.1	B"
"08FB011	1	12/26/2017	29.4	B"
"08FB011	1	12/27/2017	28.8	B"
"08FB011	1	12/28/2017	28.2	B"
"08FB011	1	12/29/2017	27.6	B"
"08FB011	1	12/30/2017	27	B"
"08FB011	1	12/31/2017	26.5	B"
"08FB011	1	1/1/2018	25.9	B"
"08FB011	1	1/2/2018	25.4	B"
"08FB011	1	1/3/2018	24.9	B"
"08FB011	1	1/4/2018	24.4	B"
"08FB011	1	1/5/2018	24.5	"
"08FB011	1	1/6/2018	24.6	"
"08FB011	1	1/7/2018	24.3	"
"08FB011	1	1/8/2018	23.8	"
"08FB011	1	1/9/2018	23.8	"
"08FB011	1	1/10/2018	23.2	"
"08FB011	1	1/11/2018	20.5	B"
"08FB011	1	1/12/2018	21.8	B"
"08FB011	1	1/13/2018	21.5	B"
"08FB011	1	1/14/2018	22.8	B"
"08FB011	1	1/15/2018	22.5	"
"08FB011	1	1/16/2018	22.4	"
"08FB011	1	1/17/2018	22.5	"
"08FB011	1	1/18/2018	22.5	"
"08FB011	1	1/19/2018	21.9	"
"08FB011	1	1/20/2018	21.4	"
"08FB011	1	1/21/2018	22.6	"
"08FB011	1	1/22/2018	22.4	"
"08FB011	1	1/23/2018	21.8	"
"08FB011	1	1/24/2018	21.5	"
"08FB011	1	1/25/2018	21.2	"
"08FB011	1	1/26/2018	20.8	"
"08FB011	1	1/27/2018	20.1	"
"08FB011	1	1/28/2018	19.8	"
"08FB011	1	1/29/2018	20.9	"
"08FB011	1	1/30/2018	21.4	"
"08FB011	1	1/31/2018	20.7	"
"08FB011	1	2/1/2018	20.3	"
"08FB011	1	2/2/2018	20.9	"
"08FB011	1	2/3/2018	23.3	"
"08FB011	1	2/4/2018	24.2	"
"08FB011	1	2/5/2018	23.4	"
"08FB011	1	2/6/2018	23.1	"
"08FB011	1	2/7/2018	25.6	"
"08FB011	1	2/8/2018	45.1	"
"08FB011	1	2/9/2018	45.1	"
"08FB011	1	2/10/2018	37.8	B"
"08FB011	1	2/11/2018	34.6	B"
"08FB011	1	2/12/2018	33.1	B"
"08FB011	1	2/13/2018	34.3	"
"08FB011	1	2/14/2018	31.5	"
"08FB011	1	2/15/2018	28.8	"
"08FB011	1	2/16/2018	27.7	"
"08FB011	1	2/17/2018	26.6	"
"08FB011	1	2/18/2018	24.6	B"
"08FB011	1	2/19/2018	23.7	B"
"08FB011	1	2/20/2018	23.4	B"
"08FB011	1	2/21/2018	23.1	B"
"08FB011	1	2/22/2018	22.9	B"
"08FB011	1	2/23/2018	22.7	"
"08FB011	1	2/24/2018	22.4	"
"08FB011	1	2/25/2018	22.2	"
"08FB011	1	2/26/2018	21.5	"
"08FB011	1	2/27/2018	21.3	"
"08FB011	1	2/28/2018	20.8	"
"08FB011	1	3/1/2018	20.5	"
"08FB011	1	3/2/2018	20.3	"
"08FB011	1	3/3/2018	19.8	"
"08FB011	1	3/4/2018	19.5	"
"08FB011	1	3/5/2018	19.1	"
"08FB011	1	3/6/2018	19.1	"
"08FB011	1	3/7/2018	18.8	"
"08FB011	1	3/8/2018	18.6	"
"08FB011	1	3/9/2018	18.4	"
"08FB011	1	3/10/2018	18.1	"
"08FB011	1	3/11/2018	17.9	"
"08FB011	1	3/12/2018	17.9	"
"08FB011	1	3/13/2018	18.2	"
"08FB011	1	3/14/2018	18.5	"
