measurementTime,year,month,waterYear,sw_xCO2_QL,sw_xCO2_QC,sw_xCO2_UQL,sw_xCO2,atm_xCO2_QL,atm_xCO2_QC,atm_xCO2_UQL,atm_xCO2
11/9/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/9/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/9/2019 19:00,2019,Nov,2019-2020,1,,2,527.69,1,,2,427.9
11/9/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/9/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/9/2019 22:00,2019,Nov,2019-2020,1,,2,511.89,1,,2,442.75
11/9/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 1:00,2019,Nov,2019-2020,1,,2,491.27,1,,2,425.56
11/10/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 4:00,2019,Nov,2019-2020,1,,2,533.1,1,,2,432.94
11/10/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 7:00,2019,Nov,2019-2020,1,,2,509.92,1,,2,429.04
11/10/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 10:00,2019,Nov,2019-2020,1,,2,527.98,1,,2,427.07
11/10/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 13:00,2019,Nov,2019-2020,1,,2,477.4,1,,2,427.62
11/10/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 16:00,2019,Nov,2019-2020,1,,2,487.36,1,,2,427.58
11/10/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 19:00,2019,Nov,2019-2020,1,,2,491.28,1,,2,433.08
11/10/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/10/2019 22:00,2019,Nov,2019-2020,1,,2,486.77,1,,2,428.51
11/10/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 1:00,2019,Nov,2019-2020,1,,2,489.46,1,,2,430.97
11/11/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 4:00,2019,Nov,2019-2020,1,,2,491.43,1,,2,428.64
11/11/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 7:00,2019,Nov,2019-2020,1,,2,525.7,1,,2,424.69
11/11/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 10:00,2019,Nov,2019-2020,1,,2,564.89,1,,2,420.36
11/11/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 13:00,2019,Nov,2019-2020,1,,2,587.92,1,,2,420.28
11/11/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 16:00,2019,Nov,2019-2020,1,,2,586.95,1,,2,420.06
11/11/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 19:00,2019,Nov,2019-2020,1,,2,590.38,1,,2,420.72
11/11/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/11/2019 22:00,2019,Nov,2019-2020,1,,2,603.1,1,,2,421.26
11/11/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 1:00,2019,Nov,2019-2020,1,,2,601.36,1,,2,421.92
11/12/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 4:00,2019,Nov,2019-2020,1,,2,583.93,1,,2,423.08
11/12/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 7:00,2019,Nov,2019-2020,1,,2,590.42,1,,2,424.85
11/12/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 10:00,2019,Nov,2019-2020,1,,2,580.73,1,,2,422.99
11/12/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 13:00,2019,Nov,2019-2020,1,,2,573.48,1,,2,420.72
11/12/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 16:00,2019,Nov,2019-2020,1,,2,578.85,1,,2,422.24
11/12/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 19:00,2019,Nov,2019-2020,1,,2,577.68,1,,2,426.43
11/12/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/12/2019 22:00,2019,Nov,2019-2020,1,,2,573.76,1,,2,423.98
11/12/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 1:00,2019,Nov,2019-2020,1,,2,580.97,1,,2,424.75
11/13/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 4:00,2019,Nov,2019-2020,1,,2,574.61,1,,2,425.88
11/13/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 7:00,2019,Nov,2019-2020,1,,2,574.67,1,,2,430.58
11/13/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 10:00,2019,Nov,2019-2020,1,,2,583.13,1,,2,429.35
11/13/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 13:00,2019,Nov,2019-2020,1,,2,587.98,1,,2,427.04
11/13/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 16:00,2019,Nov,2019-2020,1,,2,571.23,1,,2,423.55
11/13/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 19:00,2019,Nov,2019-2020,1,,2,573.04,1,,2,425.16
11/13/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/13/2019 22:00,2019,Nov,2019-2020,1,,2,571.52,1,,2,424.23
11/13/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 1:00,2019,Nov,2019-2020,1,,2,583.09,1,,2,424.92
11/14/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 4:00,2019,Nov,2019-2020,1,,2,581.69,1,,2,423.15
11/14/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 7:00,2019,Nov,2019-2020,1,,2,592.38,1,,2,421.08
11/14/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 10:00,2019,Nov,2019-2020,1,,2,592.85,1,,2,421.94
11/14/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 13:00,2019,Nov,2019-2020,1,,2,584.74,1,,2,422.03
11/14/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 16:00,2019,Nov,2019-2020,1,,2,584.38,1,,2,419.67
11/14/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 19:00,2019,Nov,2019-2020,1,,2,596.54,1,,2,421.06
11/14/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/14/2019 22:00,2019,Nov,2019-2020,1,,2,603.85,1,,2,422.24
11/14/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 1:00,2019,Nov,2019-2020,1,,2,598.55,1,,2,423.73
11/15/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 4:00,2019,Nov,2019-2020,1,,2,620.38,1,,2,430
11/15/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 7:00,2019,Nov,2019-2020,1,,2,609.02,1,,2,431.21
11/15/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 10:00,2019,Nov,2019-2020,1,,2,605.49,1,,2,427.54
11/15/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 13:00,2019,Nov,2019-2020,1,,2,604.8,1,,2,420.71
11/15/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 16:00,2019,Nov,2019-2020,1,,2,606.33,1,,2,423.24
11/15/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 19:00,2019,Nov,2019-2020,1,,2,598.91,1,,2,423.06
11/15/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/15/2019 22:00,2019,Nov,2019-2020,1,,2,596.67,1,,2,424.47
11/15/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 1:00,2019,Nov,2019-2020,1,,2,599.13,1,,2,424.34
11/16/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 4:00,2019,Nov,2019-2020,1,,2,610.29,1,,2,424.04
11/16/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 7:00,2019,Nov,2019-2020,1,,2,623.46,1,,2,422.66
11/16/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 10:00,2019,Nov,2019-2020,1,,2,621.01,1,,2,422.92
11/16/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 13:00,2019,Nov,2019-2020,1,,2,633.11,1,,2,423.23
11/16/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 16:00,2019,Nov,2019-2020,1,,2,655.19,1,,2,423.66
11/16/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 19:00,2019,Nov,2019-2020,1,,2,638.93,1,,2,424.07
11/16/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/16/2019 22:00,2019,Nov,2019-2020,1,,2,593.33,1,,2,424.21
11/16/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 1:00,2019,Nov,2019-2020,1,,2,613.29,1,,2,420.34
11/17/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 4:00,2019,Nov,2019-2020,1,,2,608.63,1,,2,419.69
11/17/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 7:00,2019,Nov,2019-2020,1,,2,599.63,1,,2,420.23
11/17/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 10:00,2019,Nov,2019-2020,1,,2,600.24,1,,2,419.63
11/17/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 13:00,2019,Nov,2019-2020,1,,2,601.29,1,,2,419.33
11/17/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 16:00,2019,Nov,2019-2020,1,,2,587.53,1,,2,422.89
11/17/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 19:00,2019,Nov,2019-2020,1,,2,597.7,1,,2,425.61
11/17/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/17/2019 22:00,2019,Nov,2019-2020,1,,2,598.33,1,,2,430.34
11/17/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 1:00,2019,Nov,2019-2020,1,,2,609.36,1,,2,429.78
11/18/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 4:00,2019,Nov,2019-2020,1,,2,587.72,1,,2,424.32
11/18/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 7:00,2019,Nov,2019-2020,1,,2,607.01,1,,2,425.86
11/18/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 10:00,2019,Nov,2019-2020,1,,2,609.73,1,,2,425.42
11/18/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 13:00,2019,Nov,2019-2020,1,,2,610.22,1,,2,422.62
11/18/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 16:00,2019,Nov,2019-2020,1,,2,609.99,1,,2,421.68
11/18/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 19:00,2019,Nov,2019-2020,1,,2,593.4,1,,2,424.6
11/18/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/18/2019 22:00,2019,Nov,2019-2020,1,,2,601.62,1,,2,423.46
11/18/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 1:00,2019,Nov,2019-2020,1,,2,596.4,1,,2,421.55
11/19/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 4:00,2019,Nov,2019-2020,1,,2,593.15,1,,2,422.91
11/19/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 7:00,2019,Nov,2019-2020,1,,2,583.32,1,,2,423.32
11/19/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 10:00,2019,Nov,2019-2020,1,,2,569.34,1,,2,423.84
11/19/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 13:00,2019,Nov,2019-2020,1,,2,575.64,1,,2,421.92
11/19/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 16:00,2019,Nov,2019-2020,1,,2,581.77,1,,2,421.28
11/19/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 19:00,2019,Nov,2019-2020,1,,2,579.53,1,,2,421.57
11/19/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/19/2019 22:00,2019,Nov,2019-2020,1,,2,602.91,1,,2,423.37
11/19/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 1:00,2019,Nov,2019-2020,1,,2,588.09,1,,2,427.96
11/20/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 4:00,2019,Nov,2019-2020,1,,2,603.32,1,,2,431.09
11/20/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 7:00,2019,Nov,2019-2020,1,,2,612.83,1,,2,433.04
11/20/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 10:00,2019,Nov,2019-2020,1,,2,606.07,1,,2,430.15
11/20/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 13:00,2019,Nov,2019-2020,1,,2,604.25,1,,2,428.07
11/20/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 16:00,2019,Nov,2019-2020,1,,2,608.04,1,,2,425.36
11/20/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 19:00,2019,Nov,2019-2020,1,,2,611.85,1,,2,428.23
11/20/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/20/2019 22:00,2019,Nov,2019-2020,1,,2,613.38,1,,2,424.93
11/20/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 1:00,2019,Nov,2019-2020,1,,2,607.68,1,,2,427.91
11/21/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 4:00,2019,Nov,2019-2020,1,,2,590.45,1,,2,424.64
11/21/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 7:00,2019,Nov,2019-2020,1,,2,608.9,1,,2,424.73
11/21/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 10:00,2019,Nov,2019-2020,1,,2,626.41,1,,2,427.59
11/21/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 13:00,2019,Nov,2019-2020,1,,2,613.96,1,,2,423.08
11/21/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 16:00,2019,Nov,2019-2020,1,,2,604.2,1,,2,422.83
11/21/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 19:00,2019,Nov,2019-2020,1,,2,605.26,1,,2,423.53
11/21/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/21/2019 22:00,2019,Nov,2019-2020,1,,2,597.5,1,,2,427.97
11/21/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 1:00,2019,Nov,2019-2020,1,,2,626.27,1,,2,424.71
11/22/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 4:00,2019,Nov,2019-2020,1,,2,626.62,1,,2,424.45
11/22/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 7:00,2019,Nov,2019-2020,1,,2,642,1,,2,424.05
11/22/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 10:00,2019,Nov,2019-2020,1,,2,626.22,1,,2,421.93
11/22/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 13:00,2019,Nov,2019-2020,1,,2,613.5,1,,2,421.55
11/22/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 16:00,2019,Nov,2019-2020,1,,2,618.19,1,,2,421.67
11/22/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 19:00,2019,Nov,2019-2020,1,,2,609.94,1,,2,421.71
11/22/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/22/2019 22:00,2019,Nov,2019-2020,1,,2,610.26,1,,2,422.26
11/22/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 1:00,2019,Nov,2019-2020,1,,2,599.06,1,,2,423.41
11/23/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 4:00,2019,Nov,2019-2020,1,,2,580.97,1,,2,422.73
11/23/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 7:00,2019,Nov,2019-2020,1,,2,589.79,1,,2,425.56
11/23/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 10:00,2019,Nov,2019-2020,1,,2,559.54,1,,2,425.46
11/23/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 13:00,2019,Nov,2019-2020,1,,2,571.25,1,,2,425.14
11/23/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 16:00,2019,Nov,2019-2020,1,,2,581.31,1,,2,420.65
11/23/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 19:00,2019,Nov,2019-2020,1,,2,576.03,1,,2,422.42
11/23/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/23/2019 22:00,2019,Nov,2019-2020,1,,2,577.49,1,,2,421.82
11/23/2019 23:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 0:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 1:00,2019,Nov,2019-2020,1,,2,580.11,1,,2,422.07
11/24/2019 2:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 3:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 4:00,2019,Nov,2019-2020,1,,2,580.62,1,,2,422.42
11/24/2019 5:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 6:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 7:00,2019,Nov,2019-2020,1,,2,578.88,1,,2,422.38
11/24/2019 8:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 9:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 10:00,2019,Nov,2019-2020,1,,2,578.66,1,,2,420.2
11/24/2019 11:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 12:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 13:00,2019,Nov,2019-2020,1,,2,580.48,1,,2,419.71
11/24/2019 14:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 15:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 16:00,2019,Nov,2019-2020,1,,2,587.79,1,,2,420.63
11/24/2019 17:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 18:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 19:00,2019,Nov,2019-2020,1,,2,572.22,1,,2,425.34
11/24/2019 20:00,2019,Nov,2019-2020,1,,9,,1,,9,
11/24/2019 21:00,2019,Nov,2019-2020,1,,9,,1,,9,
