action,event_pk,date,work_area,organization,survey,sampling_bout,site_id,lat,long,secchi_type,line_out_depth,hakai_id,row_flag,quality_level,comments,quality_log
,368746,2018-02-20,CALVERT,HAKAI,RVRS,3,DFO2,51.5208000000001,-127.5583,,14,DFO2_2018-02-20_3,Collected,Raw,,1: Event metadata QCd by LQ.
,368808,2018-02-21,CALVERT,HAKAI,QCS_V1,1,QCS01,51.705,-128.2384,,12.5,QCS01_2018-02-21_1,Collected,Raw,,
,371428,2018-02-27,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,15,QU39_2018-02-27_1,Collected,Raw,,
,372369,2018-03-05,QUADRA,HAKAI,QRAFT2;QOMB,1,QU39,50.0307000000001,-125.0992,,13,QU39_2018-03-05_1,Collected,Raw,,
,372385,2018-03-06,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,14,QU39_2018-03-06_1,Collected,Raw,,
,373337,2018-03-13,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,11.5,QU39_2018-03-13_1,Collected,Raw,,
,373769,2018-03-16,QUADRA,HAKAI,QOMB,1,QU39,50.0307000000001,-125.0992,,3.5,QU39_2018-03-16_1,Collected,Raw,,
,373934,2018-03-20,QUADRA,HAKAI,QOMA1,1,QU39,50.0307000000001,-125.0992,,3.5,QU39_2018-03-20_1,Collected,Raw,,
,374070,2018-03-24,CALVERT,HAKAI,QCS_V1,1,QCS01,51.705,-128.2384,,12.5,QCS01_2018-03-24_1,Collected,Raw,,1: Event Metadata QCd by BF
,374711,2018-03-27,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,8,QU39_2018-03-27_1,Collected,Raw,,
,374749,2018-03-27,CALVERT,HAKAI,FZH,1,KC10,51.6505000000001,-127.9516,,9,KC10_2018-03-27_1,Collected,Raw,,1: Event metadata QC'd by EM
,374721,2018-03-28,QUADRA,HAKAI,QOMB,1,QU39,50.0307000000001,-125.0992,,9,QU39_2018-03-28_1,Collected,Raw,,
,374924,2018-03-31,CALVERT,HAKAI,RVRS,1,DFO2,51.5208000000001,-127.5583,,3,DFO2_2018-03-31_1,Collected,Raw,,1: Event metadata QCd by BF
,376157,2018-04-04,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,8,QU39_2018-04-04_1,Collected,Raw,,
,377539,2018-04-12,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,5.5,QU39_2018-04-12_1,Collected,Raw,,
,377583,2018-04-16,QUADRA,HAKAI,QOMB,1,QU39,50.0307000000001,-125.0992,,11,QU39_2018-04-16_1,Collected,Raw,,
,377613,2018-04-17,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,15.5,QU39_2018-04-17_1,Collected,Raw,,
,379048,2018-04-22,CALVERT,HAKAI,QCS_V1,1,QCS01,51.705,-128.2384,,12,QCS01_2018-04-22_1,Collected,Raw,,
,379104,2018-04-24,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,6,QU39_2018-04-24_1,Collected,Raw,,
,379128,2018-04-25,QUADRA,HAKAI,QOMB,1,QU39,50.0307000000001,-125.0992,,8.5,QU39_2018-04-25_1,Collected,Raw,,
,379146,2018-04-25,CALVERT,HAKAI,RVRS,1,DFO2,51.5208000000001,-127.5583,,6,DFO2_2018-04-25_1,Collected,Raw,,
,379206,2018-04-28,CALVERT,HAKAI,FZH,1,KC10,51.6505000000001,-127.9516,,4,KC10_2018-04-28_1,Collected,Raw,,
,379647,2018-05-02,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,9,QU39_2018-05-02_1,Collected,Raw,,
,387446,2018-05-08,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,9.5,QU39_2018-05-08_1,Collected,Raw,,
,387456,2018-05-10,QUADRA,HAKAI,QOMB,1,QU39,50.0307000000001,-125.0992,,6.5,QU39_2018-05-10_1,Collected,Raw,,
,387759,2018-05-15,QUADRA,HAKAI,QOMA5,2,QU39,50.0307000000001,-125.0992,,8,QU39_2018-05-15_2,Collected,Raw,,
,388264,2018-05-22,CALVERT,HAKAI,KWY_V2;KWY;QCS_V1,1,QCS01,51.705,-128.2384,,7,QCS01_2018-05-22_1,Collected,Raw,,1: Event metadata QC'd by EM
,399125,2018-05-22,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,10,QU39_2018-05-22_1,Collected,Raw,,
,399120,2018-05-23,CALVERT,HAKAI,FZH,1,KC10,51.6505000000001,-127.9516,,3.5,KC10_2018-05-23_1,Collected,Raw,,1: Deleted duplicate record for YSI at 5 m2: Event Metadata QC'D by CO
,399444,2018-05-25,QUADRA,HAKAI,QOMB,4,QU39,50.0307000000001,-125.0992,,9,QU39_2018-05-25_4,Collected,Raw,,
,404822,2018-05-29,QUADRA,HAKAI,QOMA5,1,QU39,50.0307000000001,-125.0992,,7,QU39_2018-05-29_1,Collected,Raw,,
,404835,2018-05-29,CALVERT,HAKAI,QCS_V1,1,QCS01,51.705,-128.2384,,7.5,QCS01_2018-05-29_1,Collected,Raw,,1: Event metadata QC'd by EM
,405328,2018-05-30,CALVERT,HAKAI,RVRS,2,DFO2,51.5208000000001,-127.5583,,3.5,DFO2_2018-05-30_2,Collected,Raw,,1: Event Metadat Qc'd by BR
,407463,2018-06-04,QUADRA,HAKAI,QOMB,4,QU39,50.0307000000001,-125.0992,,7,QU39_2018-06-04_4,Collected,Raw,,
,407488,2018-06-05,QUADRA,HAKAI,QOMA4,1,QU39,50.0307000000001,-125.0992,,5,QU39_2018-06-05_1,Collected,Raw,,
,407692,2018-06-11,QUADRA,HAKAI,QOMA5,2,QU39,50.0307000000001,-125.0992,,9.5,QU39_2018-06-11_2,Collected,Raw,,
,422451,2018-06-18,QUADRA,HAKAI,QOMA1,3,QU39,50.0307000000001,-125.0992,,8.5,QU39_2018-06-18_3,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,409146,2018-06-19,CALVERT,HAKAI,RVRS,3,DFO2,51.5208000000001,-127.5583,,3.5,DFO2_2018-06-19_3,Collected,Technicianm,,1: Secchi QC'd by CM
,409116,2018-06-20,QUADRA,HAKAI,QOMB,4,QU39,50.0307000000001,-125.0992,,4.5,QU39_2018-06-20_4,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,411478,2018-06-24,CALVERT,HAKAI,KWY_V2;KWY,1,QCS01,51.705,-128.2384,,6,QCS01_2018-06-24_1,Collected,Technicianm,,1: Secchi QC'd by CM
,411900,2018-06-26,QUADRA,HAKAI,QOMA5,3,QU39,50.0307000000001,-125.0992,,6.5,QU39_2018-06-26_3,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,412969,2018-06-27,CALVERT,HAKAI,FZH,3,KC10,51.6505000000001,-127.9516,,5,KC10_2018-06-27_3,Collected,Raw,,
,416467,2018-07-11,QUADRA,HAKAI,QOMA1,3,QU39,50.0307000000001,-125.0992,,6,QU39_2018-07-11_3,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,417797,2018-07-14,CALVERT,HAKAI,KWY_V2;KWY;QCS_V1,1,QCS01,51.705,-128.2384,,4.5,QCS01_2018-07-14_1,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,417793,2018-07-15,CALVERT,HAKAI,FZH,6,KC10,51.6505000000001,-127.9516,,5,KC10_2018-07-15_6,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,417791,2018-07-15,CALVERT,HAKAI,FZH,3,KC10,51.6505000000001,-127.9516,,5,KC10_2018-07-15_3,Collected,Technicianm,,1: Sample Metadata QCd by EJ
,417934,2018-07-16,QUADRA,HAKAI,QOMA5,3,QU39,50.0307000000001,-125.0992,,10,QU39_2018-07-16_3,Collected,Raw,,
,418034,2018-07-19,QUADRA,HAKAI,QOMB,4,QU39,50.0307000000001,-125.0992,,5.5,QU39_2018-07-19_4,Collected,Raw,,
,420098,2018-07-23,QUADRA,HAKAI,QOMA1,3,QU39,50.0307000000001,-125.0992,,7.5,QU39_2018-07-23_3,Collected,Raw,,
